player_ID,sport,position,retire_year,retire_age,years_played
LeBron James,NBA,0,2018,75,15
Mike James,NBA,2,2014,38,13
Mike James,NBA,2,2018,32,1
Tim James,NBA,3,2002,85,3
Antawn Jamison,NBA,3,2014,60,16
Harold Jamison,NBA,3,2002,22,3
John Janisch,NBA,0,1948,-37,2
Howie Janotta,NBA,3,1950,-35,1
Marko Jaric,NBA,2,2009,19,7
Tony Jaros,NBA,0,1951,-32,5
Jim Jarvis,NBA,2,1969,-11,2
Sarunas Jasikevicius,NBA,2,2007,26,2
Nathan Jawai,NBA,0,2010,21,2
Buddy Jeannette,NBA,2,1950,-24,3
Abdul Jeelani,NBA,0,1981,-10,2
Chris Jefferies,NBA,0,2004,15,2
Othyus Jeffers,NBA,2,2014,46,5
Al Jefferson,NBA,0,2018,48,14
Cory Jefferson,NBA,3,2016,49,2
Dontell Jefferson,NBA,2,2009,22,1
Richard Jefferson,NBA,3,2018,25,17
Jared Jeffries,NBA,3,2013,30,11
Charles Jenkins,NBA,2,2013,68,2
Horace Jenkins,NBA,2,2005,18,1
John Jenkins,NBA,2,2017,38,5
Brandon Jennings,NBA,2,2017,34,8
Keith Jennings,NBA,2,1995,8,3
Chris Jent,NBA,3,1997,65,4
Les Jepsen,NBA,1,1992,18,2
Jonas Jerebko,NBA,3,2018,29,9
Grant Jerrett,NBA,3,2015,95,1
Eugene Jeter,NBA,2,2011,46,1
Hal Jeter,NBA,2,1970,-24,1
Yi Jianlian,NBA,3,2012,48,5
Britton Johnsen,NBA,3,2005,22,2
Alexander Johnson,NBA,3,2008,59,2
Amir Johnson,NBA,0,2018,61,13
Andy Johnson,NBA,0,1962,-23,4
Anthony Johnson,NBA,2,2010,20,13
Armon Johnson,NBA,2,2012,56,2
Arnie Johnson,NBA,0,1953,-3,5
Avery Johnson,NBA,2,2004,9,16
Brice Johnson,NBA,3,2018,53,2
Buck Johnson,NBA,3,1993,23,7
Carldell Johnson,NBA,2,2012,37,1
Charles Johnson,NBA,2,1979,25,7
Cheese Johnson,NBA,0,1980,0,1
Chris Johnson,NBA,1,2013,69,3
Chris Johnson,NBA,0,2016,61,4
Clay Johnson,NBA,2,1984,25,3
Clemon Johnson,NBA,0,1988,22,10
Dakari Johnson,NBA,1,2018,51,1
Darryl Johnson,NBA,2,1996,38,1
Dave Johnson,NBA,0,1994,47,2
DeMarco Johnson,NBA,3,2000,52,1
Dennis Johnson,NBA,2,1990,34,14
DerMarr Johnson,NBA,3,2008,70,8
Ed Johnson,NBA,1,1971,51,3
Eddie Johnson,NBA,2,1987,3,10
Eddie Johnson,NBA,0,1999,10,18
Eric Johnson,NBA,2,1990,3,1
Ervin Johnson,NBA,1,2006,25,13
Frank Johnson,NBA,2,1994,47,13
George Johnson,NBA,1,1974,9,4
George Johnson,NBA,0,1986,24,14
George Johnson,NBA,0,1986,8,8
Gus Johnson,NBA,0,1973,7,10
Harold Johnson,NBA,1,1947,-7,1
Ivan Johnson,NBA,3,2013,44,2
JaJuan Johnson,NBA,3,2012,55,1
James Johnson,NBA,3,2018,38,9
Joe Johnson,NBA,0,2018,59,17
John Johnson,NBA,3,1982,26,12
Kannard Johnson,NBA,3,1988,36,1
Ken Johnson,NBA,3,1986,43,1
Ken Johnson,NBA,0,2003,11,1
Kevin Johnson,NBA,2,2000,51,13
Larry Johnson,NBA,2,1978,-11,1
Larry Johnson,NBA,3,2001,80,10
Lee Johnson,NBA,3,1981,24,1
Linton Johnson,NBA,3,2009,63,6
Magic Johnson,NBA,0,1996,58,17
Marques Johnson,NBA,0,1990,-6,13
Mickey Johnson,NBA,3,1986,24,12
Neil Johnson,NBA,0,1973,16,7
Nick Johnson,NBA,2,2015,71,1
Ollie Johnson,NBA,3,1982,-2,10
Orlando Johnson,NBA,2,2016,24,4
Ralph Johnson,NBA,2,1953,-3,4
Reggie Johnson,NBA,0,1984,-3,4
Rich Johnson,NBA,1,1971,-18,3
Ron Johnson,NBA,3,1961,-5,1
Stanley Johnson,NBA,3,2018,89,3
Steffond Johnson,NBA,3,1987,27,1
Steve Johnson,NBA,0,1991,-4,10
Stew Johnson,NBA,0,1976,38,9
Trey Johnson,NBA,2,2012,34,4
Tyler Johnson,NBA,2,2018,56,4
Vinnie Johnson,NBA,2,1992,21,13
Wesley Johnson,NBA,0,2018,52,8
Darius Johnson-Odom,NBA,2,2014,63,2
Nate Johnston,NBA,3,1990,6,1
Neil Johnston,NBA,1,1959,9,8
Jim Johnstone,NBA,0,1983,26,1
Nikola Jokic,NBA,0,2018,56,3
Howie Jolliff,NBA,0,1963,-12,3
Alvin Jones,NBA,1,2002,53,1
Anthony Jones,NBA,0,1990,10,4
Askia Jones,NBA,2,1995,0,1
Bill Jones,NBA,3,1989,13,1
Bobby Jones,NBA,3,1986,-4,12
Bobby Jones,NBA,3,2008,11,2
Caldwell Jones,NBA,0,1990,2,17
Charles Jones,NBA,0,1998,23,15
Charles Jones,NBA,3,1989,6,5
Charles Jones,NBA,2,2000,48,2
Collis Jones,NBA,3,1975,14,4
Dahntay Jones,NBA,0,2017,46,14
Damian Jones,NBA,0,2018,62,2
Damon Jones,NBA,2,2009,30,11
DeQuan Jones,NBA,3,2013,54,1
Derrick Jones,NBA,3,2018,69,2
Dominique Jones,NBA,2,2013,20,3
Dontae' Jones,NBA,3,1998,18,1
Dwayne Jones,NBA,0,2010,65,5
Dwight Jones,NBA,0,1983,40,10
Earl Jones,NBA,1,1986,7,2
Eddie Jones,NBA,0,2008,76,14
Edgar Jones,NBA,0,1986,-3,6
Fred Jones,NBA,0,2009,67,7
Hutch Jones,NBA,3,1984,31,2
Jake Jones,NBA,2,1972,11,1
Jalen Jones,NBA,2,2018,43,1
James Jones,NBA,0,2017,72,14
Jimmy Jones,NBA,2,1977,17,10
Johnny Jones,NBA,3,1969,-22,2
Jumaine Jones,NBA,3,2007,37,8
K.C. Jones,NBA,2,1967,21,9
Kevin Jones,NBA,3,2013,59,1
Larry Jones,NBA,0,1974,41,10
Major Jones,NBA,3,1985,19,6
Mark Jones,NBA,2,1984,0,1
Mark Jones,NBA,2,2005,63,1
Nick Jones,NBA,2,1973,-19,6
Ozell Jones,NBA,0,1986,-10,2
Perry Jones,NBA,3,2015,89,3
Popeye Jones,NBA,3,2004,62,11
Rich Jones,NBA,0,1977,30,8
Robin Jones,NBA,0,1978,42,2
Sam Jones,NBA,0,1969,-1,12
Shelton Jones,NBA,3,1989,35,1
Solomon Jones,NBA,3,2014,26,8
Steve Jones,NBA,0,1976,21,9
Terrence Jones,NBA,3,2017,31,5
Tyus Jones,NBA,2,2018,55,3
Wah Wah Jones,NBA,3,1952,-16,3
Wali Jones,NBA,2,1976,8,12
Wil Jones,NBA,3,1978,22,9
Willie Jones,NBA,2,1965,32,5
Adonis Jordan,NBA,2,1999,78,6
Charles Jordan,NBA,3,1976,51,1
DeAndre Jordan,NBA,1,2018,98,10
Eddie Jordan,NBA,2,1984,-7,7
Jerome Jordan,NBA,1,2015,42,4
Michael Jordan,NBA,0,2003,15,19
Reggie Jordan,NBA,2,2000,43,7
Thomas Jordan,NBA,0,1993,42,1
Walter Jordan,NBA,3,1981,36,1
Phil Jordon,NBA,0,1963,7,7
Johnny Jorgensen,NBA,0,1949,24,2
Noble Jorgensen,NBA,1,1953,25,7
Roger Jorgensen,NBA,0,1947,15,1
Cory Joseph,NBA,2,2018,36,7
Garth Joseph,NBA,1,2001,8,1
Kris Joseph,NBA,3,2013,21,1
Yvon Joseph,NBA,1,1986,67,1
Kevin Joyce,NBA,2,1976,-5,3
Butch Joyner,NBA,3,1969,50,1
Jeff Judkins,NBA,0,1983,-10,5
Whitey Kachan,NBA,2,1949,-34,1
George Kaftan,NBA,3,1953,30,5
Ed Kalafat,NBA,0,1957,-23,3
Chris Kaman,NBA,1,2016,93,13
Frank Kaminsky,NBA,0,2018,72,3
Enes Kanter,NBA,1,2018,33,7
Ralph Kaplowitz,NBA,0,1948,33,2
Jason Kapono,NBA,3,2012,53,9
Tony Kappen,NBA,2,1947,18,1
Sergey Karasev,NBA,0,2016,80,3
Coby Karl,NBA,2,2010,40,3
,NBA,,nan,nan,nan
Ed Kasid,NBA,2,1947,0,1
Mario Kasun,NBA,1,2006,62,2
Leo Katkaveck,NBA,2,1950,28,2
Bob Kauffman,NBA,0,1975,22,7
Sasha Kaun,NBA,1,2016,55,1
Wilbert Kautz,NBA,0,1947,2,1
Clarence Kea,NBA,3,1982,64,2
Mike Kearns,NBA,2,1955,-36,1
Tommy Kearns,NBA,2,1959,35,1
Adam Keefe,NBA,3,2001,44,9
Harold Keeling,NBA,2,1986,37,1
Bill Keller,NBA,2,1976,7,7
Gary Keller,NBA,0,1969,5,2
Ken Keller,NBA,2,1947,-3,1
Rich Kelley,NBA,0,1986,-10,11
Clark Kellogg,NBA,3,1987,-2,5
Arvesta Kelly,NBA,2,1972,23,5
Jerry Kelly,NBA,3,1948,1,2
Ryan Kelly,NBA,3,2017,79,4
Tom Kelly,NBA,2,1949,-3,1
Greg Kelser,NBA,3,1985,55,6
Ben Kelso,NBA,2,1974,0,1
Shawn Kemp,NBA,0,2003,71,14
Tim Kempton,NBA,0,1998,33,12
Frank Kendrick,NBA,3,1975,50,1
Luke Kennard,NBA,2,2018,56,1
D.J. Kennedy,NBA,3,2012,68,1
Goo Kennedy,NBA,0,1977,10,6
Joe Kennedy,NBA,3,1971,-6,3
Pickles Kennedy,NBA,2,1961,15,1
Larry Kenon,NBA,3,1983,17,10
Billy Kenville,NBA,0,1960,-22,7
Jonathan Kerner,NBA,1,1999,26,1
Red Kerr,NBA,0,1966,-4,12
Steve Kerr,NBA,2,2003,10,15
Jack Kerris,NBA,0,1953,2,4
Jerome Kersey,NBA,3,2001,72,17
Tom Kerwin,NBA,3,1968,20,1
Alec Kessler,NBA,0,1994,38,4
Lari Ketner,NBA,0,2001,11,2
Julius Keye,NBA,0,1975,33,6
Randolph Keys,NBA,0,1996,30,8
Viktor Khryapa,NBA,3,2008,42,4
Jason Kidd,NBA,2,2013,55,19
Warren Kidd,NBA,3,1994,35,1
Michael Kidd-Gilchrist,NBA,3,2018,62,6
Irv Kiffin,NBA,3,1980,11,1
Jack Kiley,NBA,2,1953,22,2
Earnie Killum,NBA,2,1971,-1,1
Carl Kilpatrick,NBA,1,1980,52,1
Sean Kilpatrick,NBA,2,2018,46,4
Toby Kimball,NBA,0,1975,34,9
Bo Kimble,NBA,2,1993,20,3
Stan Kimbrough,NBA,2,1993,44,4
Chad Kinch,NBA,2,1981,46,1
Albert King,NBA,0,1992,35,11
Bernard King,NBA,3,1993,24,16
Chris King,NBA,3,1999,48,6
Dan King,NBA,3,1955,-12,1
Frankie King,NBA,2,1997,73,2
George King,NBA,2,1958,38,7
Gerard King,NBA,3,2001,17,3
Jim King,NBA,2,1973,-8,10
Jimmy King,NBA,2,1997,6,2
Loyd King,NBA,2,1973,49,2
Maury King,NBA,2,1963,17,4
Reggie King,NBA,3,1985,47,6
Rich King,NBA,1,1995,31,4
Ron King,NBA,2,1974,13,1
Stacey King,NBA,0,1997,23,8
Tom King,NBA,2,1947,-45,1
Bob Kinney,NBA,0,1950,-12,2
Tarence Kinsey,NBA,2,2009,24,3
Andrei Kirilenko,NBA,3,2015,92,14
Alex Kirk,NBA,1,2015,94,1
Walt Kirk,NBA,0,1952,26,4
,NBA,,nan,nan,nan
Jim Kissane,NBA,3,1969,17,1
Doug Kistler,NBA,3,1962,33,1
Curtis Kitchen,NBA,3,1987,6,1
Greg Kite,NBA,1,1995,4,12
Kerry Kittles,NBA,2,2005,30,9
Maxi Kleber,NBA,3,2018,51,1
Joe Kleine,NBA,1,2000,53,15
Linas Kleiza,NBA,3,2013,58,8
Leo Klier,NBA,0,1950,-24,2
Herm Klotz,NBA,2,1948,27,1
Duane Klueh,NBA,2,1951,20,2
Lonnie Kluttz,NBA,3,1971,25,1
Billy Knight,NBA,0,1985,21,11
Bob Knight,NBA,0,1955,16,1
Brandin Knight,NBA,2,2005,85,1
Brandon Knight,NBA,2,2017,76,6
Brevin Knight,NBA,2,2009,46,12
Negele Knight,NBA,2,1999,53,9
Ron Knight,NBA,3,1972,30,2
Toby Knight,NBA,3,1982,22,5
Travis Knight,NBA,1,2003,6,7
Lee Knorek,NBA,1,1950,-17,4
Dick Knostman,NBA,1,1954,-33,1
Rod Knowles,NBA,0,1969,-12,1
Bart Kofoed,NBA,2,1993,47,6
Don Kojis,NBA,3,1975,24,12
Milo Komenich,NBA,0,1950,29,1
Howard Komives,NBA,2,1974,52,10
Jon Koncak,NBA,0,1996,7,11
Tom Kondla,NBA,1,1969,18,1
Bud Koper,NBA,2,1965,21,1
Joe Kopicki,NBA,3,1985,29,3
Furkan Korkmaz,NBA,2,2018,76,1
Frank Kornet,NBA,3,1991,36,2
Yaroslav Korolev,NBA,3,2007,62,2
Kyle Korver,NBA,0,2018,95,15
Tony Koski,NBA,3,1969,43,1
Len Kosmalski,NBA,1,1976,-11,2
Andy Kostecka,NBA,3,1949,14,1
Harold Kottman,NBA,1,1947,-10,1
Kosta Koufos,NBA,1,2018,75,10
Tom Kozelko,NBA,3,1976,23,3
Ronald Kozlicki,NBA,3,1968,-15,1
Arvid Kramer,NBA,1,1980,16,1
Barry Kramer,NBA,0,1970,23,6
Joel Kramer,NBA,0,1983,56,5
Steven Kramer,NBA,0,1970,9,3
Dan Kraus,NBA,2,1949,24,1
Herb Krautblatt,NBA,2,1949,-6,1
Viacheslav Kravtsov,NBA,1,2014,92,2
Jim Krebs,NBA,0,1964,-4,7
Wayne Kreklow,NBA,2,1981,30,1
Tommy Kron,NBA,2,1970,27,4
Tom Kropp,NBA,2,1977,23,2
Nenad Krstic,NBA,1,2011,58,7
Larry Krystkowiak,NBA,0,1997,12,11
Steve Kuberski,NBA,0,1978,4,9
Leo Kubiak,NBA,2,1950,-45,1
Bruce Kuczenski,NBA,3,1984,-6,1
Frank Kudelka,NBA,0,1953,-36,4
John Kuester,NBA,2,1980,-16,3
Ray Kuka,NBA,3,1949,4,2
Toni Kukoc,NBA,3,2006,62,13
Kevin Kunnert,NBA,0,1982,34,9
Terry Kunze,NBA,0,1968,19,1
Mitch Kupchak,NBA,0,1986,48,10
C.J. Kupec,NBA,0,1978,30,3
Rob Kurz,NBA,3,2009,40,1
Ibo Kutluay,NBA,2,2005,21,1
Kyle Kuzma,NBA,3,2018,42,1
Ognjen Kuzmic,NBA,1,2015,60,2
Mindaugas Kuzminskas,NBA,3,2018,61,2
Skal Labissiere,NBA,3,2018,98,2
Reggie Lacefield,NBA,0,1969,18,1
Edgar Lacey,NBA,3,1969,-22,1
Sam Lacey,NBA,1,1983,-9,13
Bob Lackey,NBA,0,1974,21,2
Fred LaCour,NBA,0,1963,4,3
Wendell Ladner,NBA,3,1975,-10,5
Christian Laettner,NBA,0,2005,45,13
Oliver Lafayette,NBA,2,2010,31,1
Raef LaFrentz,NBA,0,2008,25,10
Tom LaGarde,NBA,0,1985,0,8
Bill Laimbeer,NBA,1,1994,39,14
Pete Lalich,NBA,3,1947,-19,1
Bo Lamar,NBA,2,1977,11,4
Doron Lamb,NBA,2,2014,42,2
Jeremy Lamb,NBA,0,2018,35,6
John Lambert,NBA,0,1982,6,7
Jeff Lamp,NBA,0,1989,6,8
Maciej Lampe,NBA,1,2006,29,3
Jim Lampley,NBA,1,1987,39,1
Sean Lampley,NBA,3,2004,58,2
Carl Landry,NBA,3,2016,26,9
Marcus Landry,NBA,3,2010,72,1
Mark Landsberger,NBA,0,1984,-8,7
Jerome Lane,NBA,3,1993,20,5
Andrew Lang,NBA,1,2000,63,12
Antonio Lang,NBA,0,2000,47,6
James Lang,NBA,1,2007,25,1
Trajan Langdon,NBA,2,2002,59,3
Keith Langford,NBA,2,2008,35,1
Dan Langhi,NBA,3,2004,50,4
Bob Lanier,NBA,1,1984,40,14
Stu Lantz,NBA,2,1976,54,8
Nicolas Laprovittola,NBA,2,2017,26,1
York Larese,NBA,2,1962,36,1
Shane Larkin,NBA,2,2018,23,5
Rusty LaRue,NBA,2,2004,78,7
Rudy LaRusso,NBA,0,1969,-16,10
John Laskowski,NBA,2,1977,-11,2
Stephane Lasme,NBA,3,2008,56,1
Dave Lattin,NBA,0,1973,-1,6
Priest Lauderdale,NBA,1,1998,11,2
Rich Laurel,NBA,2,1978,-16,1
Harry Laurie,NBA,2,1971,23,1
Walt Lautenbach,NBA,0,1950,-47,1
Joffrey Lauvergne,NBA,0,2018,73,4
Tony Lavelli,NBA,3,1951,16,2
Zach LaVine,NBA,2,2017,60,3
Bob Lavoy,NBA,0,1954,-12,4
Acie Law,NBA,2,2011,45,4
Gani Lawal,NBA,3,2011,19,1
Edmund Lawrence,NBA,1,1981,25,1
Jason Lawson,NBA,1,1998,54,1
Ty Lawson,NBA,2,2017,32,8
Jake Layman,NBA,3,2018,76,2
Mo Layton,NBA,2,1978,-5,7
T.J. Leaf,NBA,3,2018,54,1
Manny Leaks,NBA,0,1974,38,6
Hal Lear,NBA,2,1957,6,1
Allen Leavell,NBA,2,1989,27,10
Jeff Lebo,NBA,2,1990,23,1
Eric Leckner,NBA,0,1997,7,9
Ricky Ledo,NBA,2,2015,60,2
Butch Lee,NBA,2,1980,28,2
Clyde Lee,NBA,0,1976,26,10
Courtney Lee,NBA,2,2018,91,10
David Lee,NBA,3,1969,46,2
David Lee,NBA,3,2017,51,12
,NBA,,nan,nan,nan
Doug Lee,NBA,0,1995,2,4
George Lee,NBA,0,1968,-5,8
Greg Lee,NBA,2,1976,31,2
Keith Lee,NBA,0,1989,22,4
Kurk Lee,NBA,2,1991,0,1
Malcolm Lee,NBA,2,2015,23,4
Rock Lee,NBA,1,1982,50,1
Ron Lee,NBA,2,1982,19,6
Russ Lee,NBA,0,1975,-15,3
Ed Leede,NBA,0,1951,-8,2
Hank Lefkowitz,NBA,3,1947,-18,1
Tim Legler,NBA,2,2000,11,11
George Lehmann,NBA,2,1974,54,7
Alex Len,NBA,1,2018,58,5
Voshon Lenard,NBA,2,2006,12,11
Leary Lentz,NBA,3,1969,8,2
Gary Leonard,NBA,1,1992,47,3
Kawhi Leonard,NBA,3,2018,49,7
Meyers Leonard,NBA,0,2018,97,6
Slick Leonard,NBA,2,1963,20,7
Jim Les,NBA,2,1995,78,7
Travis Leslie,NBA,2,2012,37,1
Ronnie Lester,NBA,2,1986,40,6
Clifford Lett,NBA,2,1991,14,2
Jon Leuer,NBA,3,2018,55,7
Andrew Levane,NBA,0,1953,-26,5
Fat Lever,NBA,2,1994,29,12
Caris LeVert,NBA,0,2018,50,2
Cliff Levingston,NBA,3,1995,28,13
Bobby Lewis,NBA,2,1971,26,4
Cedric Lewis,NBA,0,1996,8,1
Freddie Lewis,NBA,0,1950,-2,2
Freddie Lewis,NBA,2,1977,33,11
Grady Lewis,NBA,0,1949,-41,3
Martin Lewis,NBA,3,1997,9,2
Mike Lewis,NBA,0,1974,16,6
Quincy Lewis,NBA,3,2004,46,5
Ralph Lewis,NBA,2,1990,44,3
Rashard Lewis,NBA,3,2014,71,16
Reggie Lewis,NBA,0,1993,18,6
Marcus Liberty,NBA,3,1994,9,4
Todd Lichti,NBA,0,1994,69,5
Barry Liebowitz,NBA,2,1968,-5,1
DeAndre Liggins,NBA,2,2018,72,7
Bill Ligon,NBA,2,1975,28,1
Goose Ligon,NBA,0,1974,46,7
Damian Lillard,NBA,2,2018,59,6
Jeremy Lin,NBA,2,2018,66,8
Steve Lingenfelter,NBA,3,1984,40,2
Alton Lister,NBA,0,1998,71,17
Samuel Little,NBA,2,1970,4,1
Gene Littles,NBA,2,1975,15,6
Randy Livingston,NBA,2,2007,40,11
Shaun Livingston,NBA,2,2018,59,14
Ron Livingstone,NBA,1,1951,22,2
Horacio Llamas Grey,NBA,1,1998,52,2
Bobby Lloyd,NBA,2,1969,48,2
Chuck Lloyd,NBA,0,1971,7,1
Earl Lloyd,NBA,0,1960,-12,10
Lewis Lloyd,NBA,0,1990,24,9
Scott Lloyd,NBA,0,1983,27,7
Riney Lochmann,NBA,3,1970,26,3
Bob Lochmueller,NBA,3,1953,-40,1
Rob Lock,NBA,3,1989,39,1
Darrell Lockhart,NBA,1,1984,15,1
Ian Lockhart,NBA,3,1991,-5,1
Kevin Loder,NBA,0,1984,-4,3
Don Lofgran,NBA,0,1954,-20,4
Henry Logan,NBA,2,1970,-10,2
John Logan,NBA,2,1951,-37,5
Brad Lohaus,NBA,0,1998,26,11
Art Long,NBA,3,2003,73,3
Grant Long,NBA,3,2003,58,15
John Long,NBA,0,1997,57,19
Paul Long,NBA,2,1971,29,4
Shawn Long,NBA,0,2017,29,1
Willie Long,NBA,0,1974,25,3
Luc Longley,NBA,1,2001,72,10
Kevon Looney,NBA,0,2018,58,3
Brook Lopez,NBA,1,2018,69,10
Felipe Lopez,NBA,2,2002,16,4
Raul Lopez,NBA,2,2005,83,2
Robin Lopez,NBA,1,2018,78,10
Ryan Lorthridge,NBA,2,1995,42,1
Jim Loscutoff,NBA,3,1964,-25,9
Plummer Lott,NBA,0,1969,17,2
Kevin Loughery,NBA,2,1973,-9,11
Bob Love,NBA,3,1977,38,11
Kevin Love,NBA,3,2018,41,10
Stan Love,NBA,3,1975,47,4
Clyde Lovellette,NBA,0,1964,44,11
Sidney Lowe,NBA,2,1990,39,7
Charlie Lowery,NBA,2,1972,49,1
Kyle Lowry,NBA,2,2018,23,12
Al Lucas,NBA,0,1949,-47,1
Jerry Lucas,NBA,0,1974,-21,11
John Lucas,NBA,2,1990,20,14
Kalin Lucas,NBA,2,2015,47,1
Maurice Lucas,NBA,0,1988,45,14
John Lucas III,NBA,2,2017,72,12
Ted Luckenbill,NBA,3,1963,-29,2
Tyronn Lue,NBA,2,2009,58,11
Jim Luisi,NBA,2,1954,26,1
Al Lujack,NBA,3,1947,-29,1
Phil Lumpkin,NBA,2,1976,46,2
Ray Lumpp,NBA,2,1953,-37,5
Timothe Luwawu-Cabarrot,NBA,3,2018,38,2
Tyler Lydon,NBA,3,2018,61,1
Trey Lyles,NBA,3,2018,48,3
,NBA,,nan,nan,nan
George Lynch,NBA,3,2005,35,12
Kevin Lynch,NBA,0,1993,35,2
Lonnie Lynn,NBA,3,1970,-16,1
Mike Lynn,NBA,3,1971,48,2
Sheldon Mac,NBA,2,2017,47,1
Mike Macaluso,NBA,3,1974,5,1
Ed Macauley,NBA,0,1959,2,10
Todd MacCulloch,NBA,1,2003,84,4
Ronnie MacGilvray,NBA,2,1955,-26,1
Scott Machado,NBA,2,2013,44,1
Arvydas Macijauskas,NBA,2,2006,30,1
Ollie Mack,NBA,2,1982,56,3
Sam Mack,NBA,0,2002,13,10
Shelvin Mack,NBA,2,2018,39,7
Malcolm Mackey,NBA,0,1994,35,1
Rudy Macklin,NBA,0,1984,6,3
Vernon Macklin,NBA,3,2012,67,1
Johnny Macknowsky,NBA,0,1951,-35,2
Don MacLean,NBA,3,2001,79,9
Mark Macon,NBA,2,1999,51,8
Kyle Macy,NBA,2,1987,60,7
Jack Maddox,NBA,0,1949,-9,1
Tito Maddox,NBA,2,2003,38,1
Gerald Madkins,NBA,2,1998,16,5
Mark Madsen,NBA,3,2009,12,9
Norm Mager,NBA,3,1951,27,1
Josh Magette,NBA,2,2018,57,1
Corey Maggette,NBA,3,2013,50,14
Dave Magley,NBA,3,1983,28,1
Jamaal Magloire,NBA,1,2012,41,12
Randolph Mahaffey,NBA,3,1971,15,4
Ian Mahinmi,NBA,1,2018,69,11
John Mahnken,NBA,1,1953,2,7
Brian Mahoney,NBA,2,1973,54,1
Mo Mahoney,NBA,3,1954,29,2
Rick Mahorn,NBA,0,1999,33,19
Dan Majerle,NBA,0,2002,58,14
Renaldo Major,NBA,3,2007,63,1
Thon Maker,NBA,0,2018,48,2
Lionel Malamed,NBA,2,1949,-11,1
Jeff Malone,NBA,2,1996,61,13
Karl Malone,NBA,3,2004,57,19
Moses Malone,NBA,0,1995,75,21
Matt Maloney,NBA,2,2003,11,7
Steve Malovic,NBA,3,1980,14,1
Mike Maloy,NBA,3,1973,-4,3
Ted Manakas,NBA,2,1974,10,1
John Mandic,NBA,0,1950,26,2
Frank Mangiapane,NBA,2,1947,3,1
Danny Manning,NBA,0,2003,25,15
Ed Manning,NBA,3,1976,-12,9
Guy Manning,NBA,3,1969,-28,2
Rich Manning,NBA,1,1997,12,2
Pace Mannion,NBA,2,1989,14,6
Nick Mantis,NBA,2,1963,15,4
Pete Maravich,NBA,2,1980,34,10
Press Maravich,NBA,2,1947,-7,1
Devyn Marble,NBA,0,2016,44,2
Roy Marble,NBA,0,1994,21,5
Stephon Marbury,NBA,2,2009,18,13
Sarunas Marciulionis,NBA,2,1997,15,8
Saul Mariaschin,NBA,2,1948,17,1
Jack Marin,NBA,0,1977,29,11
Shawn Marion,NBA,3,2015,53,16
Boban Marjanovic,NBA,1,2018,49,3
Lauri Markkanen,NBA,3,2018,56,1
Damir Markota,NBA,1,2007,23,1
Sean Marks,NBA,0,2011,40,13
Harvey Marlatt,NBA,2,1973,2,3
Jim Marsh,NBA,3,1972,52,1
Ricky Marsh,NBA,2,1978,58,1
Donny Marshall,NBA,3,2003,41,8
Donyell Marshall,NBA,3,2009,15,15
Kendall Marshall,NBA,2,2016,49,4
Rawle Marshall,NBA,0,2007,30,2
Tom Marshall,NBA,0,1959,-24,5
Vester Marshall,NBA,3,1974,24,1
Bill Martin,NBA,3,1988,24,3
Bob Martin,NBA,1,1995,67,2
Brian Martin,NBA,3,1986,61,1
Cartier Martin,NBA,3,2015,76,7
Cuonzo Martin,NBA,0,1997,25,2
Darrick Martin,NBA,2,2008,80,14
Dino Martin,NBA,2,1948,-18,2
Don Martin,NBA,0,1949,-28,3
Fernando Martin,NBA,1,1987,-7,1
Jarell Martin,NBA,3,2018,38,3
Jeff Martin,NBA,2,1991,24,2
Kenyon Martin,NBA,3,2015,67,15
Kevin Martin,NBA,2,2016,24,12
LaRue Martin,NBA,1,1976,33,4
Maurice Martin,NBA,0,1988,29,2
Phil Martin,NBA,2,1955,-31,1
Slater Martin,NBA,2,1960,37,11
Whitey Martin,NBA,2,1962,-7,1
Jamal Mashburn,NBA,3,2004,21,11
Al Masino,NBA,2,1954,-1,2
Anthony Mason,NBA,3,2003,38,14
Desmond Mason,NBA,3,2010,64,10
Frank Mason,NBA,2,2018,64,1
Roger Mason,NBA,2,2014,30,12
Tony Massenburg,NBA,3,2005,35,15
Eddie Mast,NBA,0,1973,20,3
Mangok Mathiang,NBA,0,2018,50,1
Johnny Mathis,NBA,3,1968,11,1
Wes Matthews,NBA,2,1990,42,10
Wesley Matthews,NBA,2,2018,31,9
Ariel Maughan,NBA,3,1951,-36,5
Marlon Maxey,NBA,3,1994,26,2
Jason Maxiell,NBA,3,2015,92,10
Cedric Maxwell,NBA,3,1988,2,11
Vernon Maxwell,NBA,2,2001,50,13
Don May,NBA,3,1975,-18,7
Scott May,NBA,3,1983,-8,7
Sean May,NBA,3,2010,46,5
Lee Mayberry,NBA,2,1999,64,7
Clyde Mayes,NBA,3,1977,10,2
Tharon Mayes,NBA,2,1992,8,1
Bill Mayfield,NBA,3,1981,59,1
Ken Mayfield,NBA,2,1976,23,1
Eric Maynor,NBA,2,2014,68,5
O.J. Mayo,NBA,2,2016,82,8
Travis Mays,NBA,2,1993,18,3
Matt Mazza,NBA,3,1950,-24,1
Luc Mbah a Moute,NBA,3,2018,45,10
Bob McAdoo,NBA,0,1986,-9,14
James Michael McAdoo,NBA,3,2018,55,4
,NBA,,nan,nan,nan
Ray McCallum,NBA,2,2016,39,3
Bob McCann,NBA,3,1998,73,9
Brendan McCann,NBA,2,1960,-7,3
Mel McCants,NBA,3,1990,-1,1
Rashad McCants,NBA,2,2009,79,4
Mike McCarron,NBA,2,1950,22,4
