player_ID,sport,position,retire_year,retire_age,years_played
Caleb Swanigan,NBA,3,2018,72,1
Norm Swanson,NBA,3,1954,6,1
Dan Swartz,NBA,3,1963,-31,1
Mike Sweetney,NBA,3,2007,40,4
Robert Swift,NBA,1,2009,49,5
Skeeter Swift,NBA,2,1974,-15,5
Stromile Swift,NBA,3,2009,23,9
Aaron Swinson,NBA,3,1995,21,1
Pape Sy,NBA,3,2011,45,1
Buck Sydnor,NBA,2,1947,-29,1
Larry Sykes,NBA,3,1996,10,1
Brett Szabo,NBA,1,1997,50,1
Wally Szczerbiak,NBA,3,2009,62,10
Walt Szczerbiak,NBA,3,1972,-18,1
Zan Tabak,NBA,1,2001,41,7
Yuta Tabuse,NBA,2,2005,45,1
Chris Taft,NBA,3,2006,18,1
Sid Tanenbaum,NBA,2,1949,-44,2
Dragan Tarlac,NBA,1,2001,16,1
Roy Tarpley,NBA,0,1995,10,9
Levern Tart,NBA,0,1971,19,4
Earl Tatum,NBA,0,1980,-6,4
Jayson Tatum,NBA,3,2018,31,1
Edy Tavares,NBA,1,2017,63,2
Anthony Taylor,NBA,2,1989,33,1
Brian Taylor,NBA,2,1982,32,10
Donell Taylor,NBA,2,2007,57,2
Fatty Taylor,NBA,2,1977,0,8
Fred Taylor,NBA,0,1972,-15,2
Isaiah Taylor,NBA,2,2018,79,2
Jay Taylor,NBA,2,1990,46,1
Jeff Taylor,NBA,2,1987,-5,5
Jeffery Taylor,NBA,3,2015,58,3
Jermaine Taylor,NBA,2,2011,50,2
Johnny Taylor,NBA,3,2000,65,3
Leonard Taylor,NBA,3,1990,43,1
Maurice Taylor,NBA,3,2007,47,10
Mike Taylor,NBA,2,2009,16,1
Oliver Taylor,NBA,0,1974,-1,4
Ronald Taylor,NBA,1,1972,3,3
Tyshawn Taylor,NBA,2,2014,45,2
Vince Taylor,NBA,0,1983,5,1
Terry Teagle,NBA,0,1993,27,11
Jeff Teague,NBA,2,2018,29,9
Marquis Teague,NBA,2,2014,53,2
Mirza Teletovic,NBA,3,2018,45,6
Sebastian Telfair,NBA,2,2015,35,11
Collis Temple,NBA,3,1975,15,1
Garrett Temple,NBA,2,2018,70,9
Milos Teodosic,NBA,2,2018,43,1
Ira Terrell,NBA,0,1979,2,3
Carlos Terry,NBA,0,1983,11,3
Chuck Terry,NBA,3,1977,-11,5
Claude Terry,NBA,0,1978,-10,6
Jason Terry,NBA,2,2018,68,19
Hasheem Thabeet,NBA,1,2014,61,5
Tom Thacker,NBA,0,1971,-6,8
Floyd Theard,NBA,2,1970,-16,1
Daniel Theis,NBA,1,2018,28,1
Reggie Theus,NBA,2,1991,29,13
Peter Thibeaux,NBA,3,1986,23,2
Bill Thieben,NBA,0,1958,-12,2
Justus Thigpen,NBA,2,1974,14,5
David Thirdkill,NBA,0,1987,33,5
Adonis Thomas,NBA,3,2014,31,1
Billy Thomas,NBA,2,2008,61,4
Carl Thomas,NBA,2,1998,7,7
Charles Thomas,NBA,2,1992,46,1
Etan Thomas,NBA,3,2011,25,10
Irving Thomas,NBA,3,1991,50,1
Isaiah Thomas,NBA,2,2017,46,6
Isiah Thomas,NBA,2,1994,4,13
Jamel Thomas,NBA,3,2001,40,2
James Thomas,NBA,3,2006,51,2
Jim Thomas,NBA,2,1991,3,8
Joe Thomas,NBA,3,1971,10,1
John Thomas,NBA,3,2006,38,9
Kenny Thomas,NBA,3,2010,19,11
Kurt Thomas,NBA,3,2013,70,18
Lance Thomas,NBA,3,2018,77,7
Malcolm Thomas,NBA,3,2015,32,4
Ronald Thomas,NBA,3,1976,14,4
Terry Thomas,NBA,3,1976,30,1
Tim Thomas,NBA,3,2010,23,13
Tyrus Thomas,NBA,3,2015,21,9
,NBA,,nan,nan,nan
Trey Thompkins,NBA,3,2012,51,1
Bernard Thompson,NBA,0,1989,48,5
Billy Thompson,NBA,3,1992,73,6
Brooks Thompson,NBA,2,1998,83,4
Corny Thompson,NBA,3,1983,43,1
David Thompson,NBA,0,1984,24,9
Dijon Thompson,NBA,0,2007,83,2
George Thompson,NBA,2,1975,29,6
Hollis Thompson,NBA,0,2017,39,4
Jack Thompson,NBA,2,1969,5,1
Jason Thompson,NBA,0,2016,22,8
John Thompson,NBA,3,1966,43,2
Kevin Thompson,NBA,0,1994,36,1
Klay Thompson,NBA,0,2018,53,7
LaSalle Thompson,NBA,0,1997,12,15
Mychal Thompson,NBA,0,1991,40,13
Mychel Thompson,NBA,2,2012,64,1
Paul Thompson,NBA,0,1986,29,3
Stephen Thompson,NBA,2,1992,30,1
Tristan Thompson,NBA,0,2018,96,7
Skip Thoren,NBA,1,1970,4,3
Rod Thorn,NBA,2,1971,49,8
Al Thornton,NBA,3,2011,55,4
Bob Thornton,NBA,0,1996,79,11
Dallas Thornton,NBA,2,1970,33,2
Marcus Thornton,NBA,2,2017,41,8
Sindarius Thornwell,NBA,2,2018,92,1
Otis Thorpe,NBA,0,2001,81,17
Sedale Threatt,NBA,2,1997,5,14
Nate Thurmond,NBA,0,1977,24,14
Mel Thurston,NBA,2,1948,-22,1
Hal Tidrick,NBA,0,1949,29,1
Dan Tieman,NBA,2,1963,4,1
Darren Tillis,NBA,0,1984,-11,2
Jack Tingle,NBA,3,1949,-6,2
George Tinsley,NBA,3,1972,24,3
Jamaal Tinsley,NBA,2,2014,69,13
Wayman Tisdale,NBA,0,1997,20,12
Mike Tobey,NBA,1,2017,43,1
Mike Todorovich,NBA,0,1951,-28,2
Ray Tolbert,NBA,3,1989,50,8
Tom Tolbert,NBA,0,1995,73,7
Anthony Tolliver,NBA,0,2018,59,10
Dean Tolson,NBA,3,1978,28,4
Rudy Tomjanovich,NBA,3,1981,2,11
Andrew Toney,NBA,2,1988,9,8
Sedric Toney,NBA,2,1994,44,9
Andy Tonkovich,NBA,2,1949,19,1
Andy Toolson,NBA,0,1996,13,6
Jack Toomay,NBA,0,1950,7,3
Bernard Toone,NBA,3,1980,-4,1
Irv Torgoff,NBA,3,1949,-20,3
Gene Tormohlen,NBA,0,1970,38,8
Oscar Torres,NBA,3,2003,18,2
Bill Tosheff,NBA,2,1954,-5,3
Bob Tough,NBA,0,1950,-33,2
Axel Toupane,NBA,0,2017,41,2
Monte Towe,NBA,2,1977,-2,2
Keith Tower,NBA,0,1997,33,4
Blackie Towery,NBA,0,1950,6,2
Linton Townes,NBA,0,1985,26,3
Karl-Anthony Towns,NBA,0,2018,30,3
Raymond Townsend,NBA,2,1982,16,4
George Trapp,NBA,0,1977,39,6
John Trapp,NBA,3,1973,43,5
Robert Traylor,NBA,3,2005,66,7
Gary Trent,NBA,3,2004,42,9
Jeff Trepagnier,NBA,2,2004,37,3
John Tresvant,NBA,0,1973,-23,9
Dick Triptow,NBA,0,1950,-26,2
Kelly Tripucka,NBA,0,1991,31,10
Ansley Truitt,NBA,1,1973,23,1
Cezary Trybanski,NBA,1,2004,70,2
Jake Tsakalidis,NBA,1,2007,36,7
John Tschogl,NBA,3,1975,-16,3
Lou Tsioropoulos,NBA,3,1959,3,3
Nikoloz Tskitishvili,NBA,3,2006,71,4
Al Tucker,NBA,3,1972,-14,5
Alando Tucker,NBA,3,2010,23,3
Anthony Tucker,NBA,3,1995,18,1
Jim Tucker,NBA,3,1957,-25,3
P.J. Tucker,NBA,3,2018,34,12
Trent Tucker,NBA,2,1993,-3,11
Ronny Turiaf,NBA,3,2015,69,10
Mirsad Turkcan,NBA,3,2000,71,1
Hedo Turkoglu,NBA,3,2015,52,15
Andre Turner,NBA,2,1992,-1,6
Bill Turner,NBA,3,1973,-15,6
Elston Turner,NBA,0,1989,45,8
Evan Turner,NBA,2,2018,26,8
,NBA,,nan,nan,nan
Henry Turner,NBA,0,1995,2,6
Herschell Turner,NBA,2,1968,11,1
Jack Turner,NBA,0,1955,7,1
Jack Turner,NBA,0,1962,19,1
Jeff Turner,NBA,0,1996,53,12
John Turner,NBA,3,1992,70,1
Myles Turner,NBA,0,2018,67,3
Wayne Turner,NBA,2,2000,29,1
Melvin Turpin,NBA,1,1990,15,6
Dave Twardzik,NBA,2,1980,33,8
Jack Twyman,NBA,0,1966,14,11
B.J. Tyler,NBA,2,1995,72,1
Jeremy Tyler,NBA,1,2014,43,3
Terry Tyler,NBA,0,1989,61,11
Charlie Tyra,NBA,0,1962,4,5
Edwin Ubiles,NBA,2,2012,49,1
Ekpe Udoh,NBA,0,2018,45,8
Ime Udoka,NBA,3,2011,17,8
Beno Udrih,NBA,2,2017,38,13
Roko Ukic,NBA,2,2010,28,2
Tyler Ulis,NBA,2,2018,30,2
Wes Unseld,NBA,0,1981,-6,13
Hal Uplinger,NBA,2,1954,14,1
Kelvin Upshaw,NBA,2,1991,39,3
Jarrod Uthoff,NBA,3,2017,44,1
Ben Uzoh,NBA,2,2012,37,2
Stephen Vacendak,NBA,2,1970,-26,3
Jonas Valanciunas,NBA,1,2018,100,6
Darnell Valentine,NBA,2,1991,23,10
Denzel Valentine,NBA,2,2018,73,2
Ronnie Valentine,NBA,3,1981,22,1
John Vallely,NBA,2,1972,-18,2
Dick Van Arsdale,NBA,0,1977,10,12
Tom Van Arsdale,NBA,0,1977,11,12
Butch Van Breda Kolff,NBA,0,1950,-34,4
Jan Van Breda Kolff,NBA,0,1983,24,9
Nick Van Exel,NBA,2,2006,43,13
Keith Van Horn,NBA,3,2006,22,9
Norm Van Lier,NBA,2,1979,8,10
Dennis Van Zant,NBA,3,1976,29,1
Gene Vance,NBA,0,1952,-13,5
Logan Vander Velden,NBA,3,1996,75,1
Ernie Vandeweghe,NBA,0,1956,-8,7
Kiki Vandeweghe,NBA,3,1993,71,13
Nick Vanos,NBA,1,1987,-8,2
David Vanterpool,NBA,2,2001,24,1
Fred VanVleet,NBA,2,2018,60,2
Ratko Varda,NBA,1,2002,19,1
Anderson Varejao,NBA,0,2017,53,13
Jarvis Varnado,NBA,3,2014,59,2
Greivis Vasquez,NBA,2,2017,36,7
Chico Vaughn,NBA,2,1970,-20,8
David Vaughn,NBA,1,1976,-8,2
David Vaughn,NBA,3,1999,17,4
Jacque Vaughn,NBA,2,2009,44,12
Rashad Vaughn,NBA,2,2018,33,3
Virgil Vaughn,NBA,0,1947,27,1
Loy Vaught,NBA,3,2001,18,11
Bob Verga,NBA,2,1974,52,7
Pete Verhoeven,NBA,3,1987,24,6
Jan Vesely,NBA,3,2014,69,3
Gundars Vetra,NBA,3,1993,2,1
Joao Vianna,NBA,3,1992,31,1
Charlie Villanueva,NBA,3,2016,61,11
Jay Vincent,NBA,3,1990,42,9
Sam Vincent,NBA,2,1992,37,7
Marcus Vinicius,NBA,3,2008,32,2
Fred Vinson,NBA,2,2000,79,6
Claude Virden,NBA,3,1973,33,1
Gary Voce,NBA,3,1990,29,1
Floyd Volker,NBA,0,1950,-1,1
Alexander Volkov,NBA,1,1992,5,3
Whitey Von Nieda,NBA,0,1950,13,1
Noah Vonleh,NBA,3,2018,74,4
Jake Voskuhl,NBA,1,2009,19,9
Danny Vranes,NBA,3,1988,24,7
Slavko Vranes,NBA,1,2004,48,1
Stojko Vrankovic,NBA,1,1999,23,9
Brett Vroman,NBA,1,1981,27,1
Jackson Vroman,NBA,0,2006,16,2
Nikola Vucevic,NBA,1,2018,44,7
Sasha Vujacic,NBA,2,2017,35,13
Dwyane Wade,NBA,2,2018,44,15
Mark Wade,NBA,2,1990,16,3
Von Wafer,NBA,2,2012,94,7
Clint Wager,NBA,0,1950,5,1
Dajuan Wagner,NBA,2,2007,43,5
Danny Wagner,NBA,2,1950,-44,1
Milt Wagner,NBA,2,1991,61,4
Phillip Wagner,NBA,2,1969,-13,1
Dion Waiters,NBA,2,2018,48,6
Granville Waiters,NBA,1,1988,61,5
Andre Wakefield,NBA,2,1980,50,2
Neal Walk,NBA,1,1977,25,8
Andy Walker,NBA,2,1977,-18,1
Antoine Walker,NBA,3,2008,55,12
Brady Walker,NBA,0,1952,-28,4
Chet Walker,NBA,0,1975,54,13
Darrell Walker,NBA,2,1993,41,10
Foots Walker,NBA,2,1984,14,10
Henry Walker,NBA,3,2015,74,7
Horace Walker,NBA,3,1962,10,1
Jimmy Walker,NBA,2,1976,-14,9
Kemba Walker,NBA,2,2018,74,7
Kenny Walker,NBA,3,1995,59,9
Phil Walker,NBA,2,1978,37,1
Samaki Walker,NBA,3,2006,58,10
Wally Walker,NBA,3,1984,38,8
John Wall,NBA,2,2018,71,8
Ben Wallace,NBA,0,2012,19,16
Gerald Wallace,NBA,3,2015,26,14
John Wallace,NBA,3,2004,45,8
Rasheed Wallace,NBA,0,2013,31,18
Red Wallace,NBA,2,1947,-18,1
Dwight Waller,NBA,3,1972,25,4
Jamie Waller,NBA,2,1988,3,1
Taurean Waller-Prince,NBA,3,2018,66,2
Jim Walsh,NBA,3,1958,-6,1
Matt Walsh,NBA,0,2006,32,1
Rex Walters,NBA,2,2000,57,7
Paul Walther,NBA,0,1955,4,6
Isaac Walthour,NBA,2,1954,-10,1
Bill Walton,NBA,0,1987,32,13
Derrick Walton,NBA,2,2018,66,1
Lloyd Walton,NBA,2,1981,37,5
Luke Walton,NBA,3,2013,58,10
Bobby Wanzer,NBA,2,1957,-27,9
Perry Warbington,NBA,2,1975,45,1
Charlie Ward,NBA,2,2005,21,11
Gerry Ward,NBA,2,1967,-12,4
Henry Ward,NBA,0,1977,5,2
Casper Ware,NBA,2,2014,71,1
Jim Ware,NBA,3,1969,21,3
Ben Warley,NBA,0,1970,19,8
Bob Warlick,NBA,0,1970,-21,5
Cornell Warner,NBA,0,1977,-13,7
Bob Warren,NBA,2,1976,-14,8
John Warren,NBA,0,1974,4,5
T.J. Warren,NBA,3,2018,68,4
Willie Warren,NBA,2,2011,25,1
Bryan Warrick,NBA,2,1986,38,4
Hakim Warrick,NBA,3,2013,43,8
Chris Washburn,NBA,1,1988,25,2
Bobby Washington,NBA,2,1972,-1,3
Darius Washington,NBA,2,2008,16,1
Donald Washington,NBA,3,1976,58,2
Duane Washington,NBA,2,1993,45,6
Eric Washington,NBA,2,1999,28,2
Jim Washington,NBA,0,1976,-10,11
Kermit Washington,NBA,0,1988,36,15
Pearl Washington,NBA,2,1989,37,3
Richard Washington,NBA,0,1982,-4,6
Stan Washington,NBA,2,1975,50,1
Trooper Washington,NBA,0,1973,13,6
Wilson Washington,NBA,0,1979,37,2
Darryl Watkins,NBA,1,2012,66,5
Bobby Watson,NBA,2,1955,-21,1
C.J. Watson,NBA,2,2017,43,10
Earl Watson,NBA,2,2014,64,13
Jamie Watson,NBA,3,1999,59,5
Ron Watts,NBA,3,1967,3,2
Samuel Watts,NBA,2,1971,-9,1
Slick Watts,NBA,2,1979,16,6
Maalik Wayns,NBA,2,2014,44,2
David Wear,NBA,3,2015,45,1
Travis Wear,NBA,3,2015,93,1
Clarence Weatherspoon,NBA,3,2005,35,13
Nick Weatherspoon,NBA,3,1980,35,7
Kyle Weaver,NBA,2,2011,31,3
Jeff Webb,NBA,2,1972,-11,2
Marcus Webb,NBA,0,1993,26,1
Spud Webb,NBA,2,1998,60,13
Chris Webber,NBA,0,2008,24,15
Briante Weber,NBA,2,2018,58,3
Jake Weber,NBA,1,1947,3,1
Elnardo Webster,NBA,3,1972,-16,1
Jeff Webster,NBA,3,1996,46,1
Martell Webster,NBA,0,2015,71,10
Marvin Webster,NBA,1,1987,5,12
Scott Wedman,NBA,0,1987,25,13
Sonny Weems,NBA,0,2016,43,8
Dick Wehr,NBA,3,1949,-10,1
Brant Weidner,NBA,3,1984,9,1
Bob Weiss,NBA,2,1977,47,12
Rick Weitzman,NBA,2,1968,-18,1
Bonzi Wells,NBA,0,2008,14,10
Bubba Wells,NBA,3,1998,33,1
Owen Wells,NBA,3,1975,27,1
Ralph Wells,NBA,2,1963,23,1
Chris Welp,NBA,1,1990,14,3
Jiri Welsch,NBA,2,2006,24,4
Bill Wennington,NBA,1,2000,54,15
Matt Wenstrom,NBA,1,1994,2,1
Robert Werdann,NBA,1,1997,30,5
Ray Wertis,NBA,2,1948,-32,2
David Wesley,NBA,2,2007,48,14
Walt Wesley,NBA,1,1976,-15,10
David West,NBA,3,2018,65,15
Delonte West,NBA,2,2012,47,8
Doug West,NBA,0,2001,39,12
Jerry West,NBA,2,1974,-21,14
Mario West,NBA,2,2011,55,4
Mark West,NBA,0,2000,31,17
Roland West,NBA,2,1968,-21,1
,NBA,,nan,nan,nan
Russell Westbrook,NBA,2,2018,47,10
Paul Westphal,NBA,2,1984,45,12
John Wetzel,NBA,0,1976,19,9
Robert Whaley,NBA,1,2006,15,1
Ennis Whatley,NBA,2,1997,48,14
DeJuan Wheat,NBA,2,1999,54,2
Clinton Wheeler,NBA,2,1989,63,2
Tyson Wheeler,NBA,2,1999,61,1
Skippy Whitaker,NBA,2,1955,-40,1
D.J. White,NBA,3,2014,55,6
Derrick White,NBA,2,2018,74,1
Eric White,NBA,3,1989,-1,2
Herb White,NBA,2,1971,-11,1
Hubie White,NBA,0,1971,48,9
Jahidi White,NBA,0,2005,68,7
James White,NBA,0,2013,19,7
Jo Jo White,NBA,2,1981,24,12
Okaro White,NBA,3,2018,52,2
Randy White,NBA,3,1994,61,5
Rodney White,NBA,3,2005,68,4
Rory White,NBA,3,1987,33,5
Royce White,NBA,3,2014,61,1
Rudy White,NBA,2,1981,23,6
Tony White,NBA,2,1988,8,1
Willie White,NBA,2,1986,26,2
Isaiah Whitehead,NBA,2,2018,56,2
Jerome Whitehead,NBA,0,1989,26,11
Donald Whiteside,NBA,2,1998,43,2
Hassan Whiteside,NBA,1,2018,58,8
Dwayne Whitfield,NBA,3,1996,17,1
Chris Whitney,NBA,2,2004,33,11
Hank Whitney,NBA,0,1970,22,3
Hawkeye Whitney,NBA,0,1982,-11,2
Shayne Whittington,NBA,0,2016,42,2
Sidney Wicks,NBA,0,1981,42,10
Ron Widby,NBA,3,1968,23,1
Murray Wier,NBA,2,1950,19,1
Bob Wiesenhahn,NBA,3,1962,-13,1
Andrew Wiggins,NBA,0,2018,58,4
Mitchell Wiggins,NBA,2,1992,2,9
Ken Wilburn,NBA,3,1969,26,2
C.J. Wilcox,NBA,2,2017,71,3
Chris Wilcox,NBA,3,2013,60,11
D.C. Wilcutt,NBA,2,1950,5,2
Gene Wiley,NBA,1,1968,-2,6
Jacob Wiley,NBA,3,2018,34,1
Michael Wiley,NBA,3,1982,-9,2
Morlon Wiley,NBA,2,1995,39,7
Win Wilfong,NBA,0,1961,10,4
Lenny Wilkens,NBA,2,1975,-14,15
Bob Wilkerson,NBA,0,1983,11,7
Jamaal Wilkes,NBA,0,1986,33,12
James Wilkes,NBA,3,1983,3,3
Damien Wilkins,NBA,0,2018,62,14
Dominique Wilkins,NBA,0,1999,52,17
Eddie Lee Wilkins,NBA,0,1993,40,9
Gerald Wilkins,NBA,0,1999,39,14
Jeff Wilkins,NBA,0,1986,34,6
Dale Wilkinson,NBA,3,1985,27,1
Mike Wilks,NBA,2,2010,48,8
Aaron Williams,NBA,0,2008,33,15
Al Williams,NBA,3,1971,-12,1
Alan Williams,NBA,0,2017,36,2
Alvin Williams,NBA,2,2007,39,10
Art Williams,NBA,2,1975,2,8
Bernie Williams,NBA,2,1974,8,5
Bob Williams,NBA,3,1957,-33,2
Brandon Williams,NBA,2,2003,19,6
Buck Williams,NBA,0,1998,29,17
C.J. Williams,NBA,2,2018,57,1
Charles Williams,NBA,2,1973,4,6
Chuck Williams,NBA,2,1978,-8,8
Chuckie Williams,NBA,2,1977,-8,1
Cliff Williams,NBA,2,1969,-17,1
Corey Williams,NBA,2,1994,8,2
Deron Williams,NBA,2,2017,24,12
Derrick Williams,NBA,3,2017,51,6
Duck Williams,NBA,2,1980,17,1
Earl Williams,NBA,0,1979,34,5
Elliot Williams,NBA,2,2016,34,5
Eric Williams,NBA,3,2007,36,12
Fly Williams,NBA,0,1975,25,1
Frank Williams,NBA,2,2005,40,3
Freeman Williams,NBA,0,1986,32,8
Gene Williams,NBA,3,1970,6,1
Gus Williams,NBA,2,1987,1,12
Guy Williams,NBA,3,1986,29,2
Hank Williams,NBA,3,1975,14,1
Herb Williams,NBA,0,1999,55,18
Hot Rod Williams,NBA,0,1999,54,13
Jason Williams,NBA,2,2011,52,13
Jawad Williams,NBA,3,2011,43,3
Jay Williams,NBA,2,2003,17,1
Jayson Williams,NBA,0,1999,24,9
Jerome Williams,NBA,3,2005,19,9
John Williams,NBA,0,1995,12,9
Jordan Williams,NBA,3,2012,54,1
Justin Williams,NBA,3,2008,21,2
Kenny Williams,NBA,3,1994,25,4
Kevin Williams,NBA,2,1989,-5,6
Lorenzo Williams,NBA,0,2000,30,8
Lou Williams,NBA,2,2018,95,13
Marcus Williams,NBA,2,2010,64,4
Marcus Williams,NBA,3,2009,36,2
Marvin Williams,NBA,3,2018,67,13
Matt Williams,NBA,2,2018,70,1
Micheal Williams,NBA,2,1999,37,11
Mike Williams,NBA,3,1990,33,1
Milt Williams,NBA,2,1975,1,5
Mo Williams,NBA,2,2016,90,13
Monty Williams,NBA,3,2003,52,9
Nate Williams,NBA,0,1979,24,8
Pete Williams,NBA,3,1987,-9,2
Ray Williams,NBA,2,1987,45,10
Reggie Williams,NBA,0,1997,49,10
Reggie Williams,NBA,3,2017,27,8
Rickey Williams,NBA,2,1983,36,1
Rob Williams,NBA,2,1984,25,2
Ron Williams,NBA,2,1976,12,8
Sam Williams,NBA,2,1970,9,2
Sam Williams,NBA,3,1985,29,4
Scott Williams,NBA,0,2005,41,15
Sean Williams,NBA,0,2012,64,5
Shammond Williams,NBA,2,2007,39,9
Shawne Williams,NBA,3,2015,23,9
Shelden Williams,NBA,3,2012,46,6
Sly Williams,NBA,0,1986,53,7
Terrence Williams,NBA,3,2013,73,4
Travis Williams,NBA,3,1999,52,2
Troy Williams,NBA,3,2018,55,2
Walt Williams,NBA,0,2003,29,11
Ward Williams,NBA,3,1949,2,1
Willie Williams,NBA,3,1971,23,1
Corliss Williamson,NBA,3,2007,11,12
John Williamson,NBA,2,1981,17,8
Vann Williford,NBA,3,1971,-3,1
Kevin Willis,NBA,0,2007,55,23
Bill Willoughby,NBA,0,1984,22,9
Dedric Willoughby,NBA,0,2000,45,1
Bob Wilson,NBA,2,1952,5,1
,NBA,,nan,nan,nan
Bobby Wilson,NBA,2,1978,28,4
Bubba Wilson,NBA,2,1980,33,1
D.J. Wilson,NBA,3,2018,59,1
George Wilson,NBA,1,1971,12,7
Isaiah Wilson,NBA,2,1973,24,2
Jamil Wilson,NBA,3,2018,54,1
Jasper Wilson,NBA,3,1970,-3,2
,NBA,,nan,nan,nan
Michael Wilson,NBA,2,1987,29,4
Nikita Wilson,NBA,3,1988,67,1
Othell Wilson,NBA,2,1987,-8,3
Rick Wilson,NBA,2,1980,16,2
Ricky Wilson,NBA,2,1988,29,1
Stephen Wilson,NBA,2,1972,10,2
Trevor Wilson,NBA,3,1996,18,6
Kyle Wiltjer,NBA,3,2017,36,1
Kennard Winchester,NBA,0,1993,23,3
Tony Windis,NBA,2,1960,17,1
John Windsor,NBA,3,1964,6,1
Lee Winfield,NBA,2,1976,36,7
David Wingate,NBA,0,2001,42,15
Dontonio Wingfield,NBA,3,1998,32,4
Harthorne Wingo,NBA,3,1976,46,4
Marv Winkler,NBA,2,1972,28,2
Justise Winslow,NBA,3,2018,39,3
Rickie Winslow,NBA,3,1988,43,1
Trevor Winter,NBA,1,1999,41,1
Brian Winters,NBA,0,1983,22,9
Voise Winters,NBA,3,1986,2,1
Skip Wise,NBA,2,1976,-8,1
Willie Wise,NBA,3,1978,16,9
Jeff Withey,NBA,1,2018,31,5
Luke Witte,NBA,1,1976,-12,3
Greg Wittman,NBA,3,1971,-18,2
Randy Wittman,NBA,0,1992,0,9
Garry Witts,NBA,0,1982,-3,1
Dave Wohl,NBA,2,1978,11,7
Joe Wolf,NBA,0,1999,52,12
Ruben Wolkowyski,NBA,3,2003,53,3
Nate Wolters,NBA,2,2018,31,5
Al Wood,NBA,0,1987,33,6
Bob Wood,NBA,2,1950,12,1
Christian Wood,NBA,3,2017,72,2
David Wood,NBA,3,1997,22,9
Howard Wood,NBA,3,1982,11,1
Leon Wood,NBA,2,1991,18,7
Loren Woods,NBA,0,2008,15,7
Qyntel Woods,NBA,3,2006,56,4
Randy Woods,NBA,2,1996,32,4
Tommy Woods,NBA,3,1968,-27,1
Mike Woodson,NBA,0,1991,10,11
Bob Woollard,NBA,1,1970,42,1
Orlando Woolridge,NBA,3,1994,48,13
Haywoode Workman,NBA,2,2000,63,11
Mark Workman,NBA,0,1954,6,2
Tom Workman,NBA,0,1971,13,4
Metta World Peace,NBA,3,2017,55,18
Willie Worsley,NBA,2,1969,-26,1
Sam Worthen,NBA,2,1982,-10,2
James Worthy,NBA,3,1994,16,12
Antoine Wright,NBA,0,2011,50,6
Bracey Wright,NBA,2,2007,22,2
Brad Wright,NBA,3,1988,25,2
Brandan Wright,NBA,0,2018,33,11
Chris Wright,NBA,3,2014,26,3
Chris Wright,NBA,2,2013,37,1
Delon Wright,NBA,2,2018,33,3
Dorell Wright,NBA,0,2015,90,11
Howard Wright,NBA,3,1993,63,3
Howie Wright,NBA,2,1972,-20,2
Joby Wright,NBA,0,1976,37,4
Julian Wright,NBA,3,2011,64,4
Larry Wright,NBA,2,1982,63,6
Leroy Wright,NBA,3,1969,-18,2
Lonnie Wright,NBA,2,1972,-18,5
Lorenzen Wright,NBA,0,2009,52,13
Luther Wright,NBA,1,1994,30,1
Sharone Wright,NBA,0,1998,21,4
Tony Wroten,NBA,2,2016,43,4
Dennis Wuycik,NBA,3,1975,-6,3
A.J. Wynder,NBA,2,1991,-5,1
Guerschon Yabusele,NBA,3,2018,24,1
Vincent Yarbrough,NBA,0,2003,6,1
George Yardley,NBA,0,1960,7,7
Barry Yates,NBA,3,1972,24,1
Wayne Yates,NBA,1,1962,-35,1
Charlie Yelverton,NBA,0,1972,53,1
Rich Yonakor,,3,1982,nan,1
Danny Young,,2,1995,nan,11
James Young,,0,2017,nan,3
Joe Young,,2,2018,nan,3
Korleone Young,,3,1999,nan,1
Michael Young,,0,1990,nan,6
Nick Young,,0,2018,nan,11
Perry Young,,2,1987,nan,1
Sam Young,,3,2013,nan,4
Thaddeus Young,,3,2018,nan,11
Tim Young,,1,2000,nan,1
Sun Yue,,2,2009,nan,1
Max Zaslofsky,,0,1956,nan,10
Zeke Zawoluk,,0,1955,nan,3
Cody Zeller,,0,2018,nan,5
Dave Zeller,,2,1962,nan,1
Gary Zeller,,2,1972,nan,2
Harry Zeller,,0,1947,nan,1
Luke Zeller,,1,2013,nan,1
Tyler Zeller,,0,2018,nan,6
Tony Zeno,,3,1980,nan,1
Phil Zevenbergen,,1,1988,nan,1
Wang Zhizhi,,1,2005,nan,5
George Zidek,,1,1998,nan,3
Derrick Zimmerman,,2,2006,nan,1
Stephen Zimmerman,,1,2017,nan,1
Paul Zipser,,0,2018,nan,2
Ante Zizic,,0,2018,nan,1
Jim Zoet,,1,1983,nan,1
Bill Zopf,,2,1971,nan,1
Ivica Zubac,,1,2018,nan,2
Matt Zunic,,0,1949,nan,1
