,player_ID,sport,position,retire_year,retire_age,years_played
4303,Hubie White,NBA,0,1971,48,9
4304,Jahidi White,NBA,0,2005,68,7
4305,James White,NBA,0,2013,19,7
4306,Jo Jo White,NBA,2,1981,24,12
4307,Okaro White,NBA,3,2018,52,2
4308,Randy White,NBA,3,1994,61,5
4309,Rodney White,NBA,3,2005,68,4
4310,Rory White,NBA,3,1987,33,5
4311,Royce White,NBA,3,2014,61,1
4312,Rudy White,NBA,2,1981,23,6
4313,Tony White,NBA,2,1988,8,1
4314,Willie White,NBA,2,1986,26,2
4315,Isaiah Whitehead,NBA,2,2018,56,2
4316,Jerome Whitehead,NBA,0,1989,26,11
4317,Donald Whiteside,NBA,2,1998,43,2
4318,Hassan Whiteside,NBA,1,2018,58,8
4319,Dwayne Whitfield,NBA,3,1996,17,1
4320,Chris Whitney,NBA,2,2004,33,11
4321,Hank Whitney,NBA,0,1970,22,3
4323,Shayne Whittington,NBA,0,2016,42,2
4324,Sidney Wicks,NBA,0,1981,42,10
4325,Ron Widby,NBA,3,1968,23,1
4326,Murray Wier,NBA,2,1950,19,1
4328,Andrew Wiggins,NBA,0,2018,58,4
4329,Mitchell Wiggins,NBA,2,1992,2,9
4330,Ken Wilburn,NBA,3,1969,26,2
4331,C.J. Wilcox,NBA,2,2017,71,3
4332,Chris Wilcox,NBA,3,2013,60,11
4333,D.C. Wilcutt,NBA,2,1950,5,2
4335,Jacob Wiley,NBA,3,2018,34,1
4337,Morlon Wiley,NBA,2,1995,39,7
4338,Win Wilfong,NBA,0,1961,10,4
4340,Bob Wilkerson,NBA,0,1983,11,7
4341,Jamaal Wilkes,NBA,0,1986,33,12
4342,James Wilkes,NBA,3,1983,3,3
4343,Damien Wilkins,NBA,0,2018,62,14
4344,Dominique Wilkins,NBA,0,1999,52,17
4345,Eddie Lee Wilkins,NBA,0,1993,40,9
4346,Gerald Wilkins,NBA,0,1999,39,14
4347,Jeff Wilkins,NBA,0,1986,34,6
4348,Dale Wilkinson,NBA,3,1985,27,1
4349,Mike Wilks,NBA,2,2010,48,8
4350,Aaron Williams,NBA,0,2008,33,15
4352,Alan Williams,NBA,0,2017,36,2
4353,Alvin Williams,NBA,2,2007,39,10
4354,Art Williams,NBA,2,1975,2,8
4355,Bernie Williams,NBA,2,1974,8,5
4357,Brandon Williams,NBA,2,2003,19,6
4358,Buck Williams,NBA,0,1998,29,17
4359,C.J. Williams,NBA,2,2018,57,1
4360,Charles Williams,NBA,2,1973,4,6
4364,Corey Williams,NBA,2,1994,8,2
4365,Deron Williams,NBA,2,2017,24,12
4366,Derrick Williams,NBA,3,2017,51,6
4367,Duck Williams,NBA,2,1980,17,1
4368,Earl Williams,NBA,0,1979,34,5
4369,Elliot Williams,NBA,2,2016,34,5
4370,Eric Williams,NBA,3,2007,36,12
4371,Fly Williams,NBA,0,1975,25,1
4372,Frank Williams,NBA,2,2005,40,3
4373,Freeman Williams,NBA,0,1986,32,8
4374,Gene Williams,NBA,3,1970,6,1
4375,Gus Williams,NBA,2,1987,1,12
4376,Guy Williams,NBA,3,1986,29,2
4377,Hank Williams,NBA,3,1975,14,1
4378,Herb Williams,NBA,0,1999,55,18
4379,Hot Rod Williams,NBA,0,1999,54,13
4380,Jason Williams,NBA,2,2011,52,13
4381,Jawad Williams,NBA,3,2011,43,3
4382,Jay Williams,NBA,2,2003,17,1
4383,Jayson Williams,NBA,0,1999,24,9
4384,Jerome Williams,NBA,3,2005,19,9
4385,John Williams,NBA,0,1995,12,9
4386,Jordan Williams,NBA,3,2012,54,1
4387,Justin Williams,NBA,3,2008,21,2
4388,Kenny Williams,NBA,3,1994,25,4
4390,Lorenzo Williams,NBA,0,2000,30,8
4391,Lou Williams,NBA,2,2018,95,13
4392,Marcus Williams,NBA,2,2010,64,4
4393,Marcus Williams,NBA,3,2009,36,2
4394,Marvin Williams,NBA,3,2018,67,13
4395,Matt Williams,NBA,2,2018,70,1
4396,Micheal Williams,NBA,2,1999,37,11
4397,Mike Williams,NBA,3,1990,33,1
4398,Milt Williams,NBA,2,1975,1,5
4399,Mo Williams,NBA,2,2016,90,13
4400,Monty Williams,NBA,3,2003,52,9
4401,Nate Williams,NBA,0,1979,24,8
4403,Ray Williams,NBA,2,1987,45,10
4404,Reggie Williams,NBA,0,1997,49,10
4405,Reggie Williams,NBA,3,2017,27,8
4406,Rickey Williams,NBA,2,1983,36,1
4407,Rob Williams,NBA,2,1984,25,2
4408,Ron Williams,NBA,2,1976,12,8
4409,Sam Williams,NBA,2,1970,9,2
4410,Sam Williams,NBA,3,1985,29,4
4411,Scott Williams,NBA,0,2005,41,15
4412,Sean Williams,NBA,0,2012,64,5
4413,Shammond Williams,NBA,2,2007,39,9
4414,Shawne Williams,NBA,3,2015,23,9
4415,Shelden Williams,NBA,3,2012,46,6
4416,Sly Williams,NBA,0,1986,53,7
4417,Terrence Williams,NBA,3,2013,73,4
4418,Travis Williams,NBA,3,1999,52,2
4419,Troy Williams,NBA,3,2018,55,2
4420,Walt Williams,NBA,0,2003,29,11
4421,Ward Williams,NBA,3,1949,2,1
4422,Willie Williams,NBA,3,1971,23,1
4423,Corliss Williamson,NBA,3,2007,11,12
4424,John Williamson,NBA,2,1981,17,8
4426,Kevin Willis,NBA,0,2007,55,23
4427,Bill Willoughby,NBA,0,1984,22,9
4428,Dedric Willoughby,NBA,0,2000,45,1
4429,Bob Wilson,NBA,2,1952,5,1
4431,Bobby Wilson,NBA,2,1978,28,4
4432,Bubba Wilson,NBA,2,1980,33,1
4433,D.J. Wilson,NBA,3,2018,59,1
4434,George Wilson,NBA,1,1971,12,7
4435,Isaiah Wilson,NBA,2,1973,24,2
4436,Jamil Wilson,NBA,3,2018,54,1
4439,Michael Wilson,NBA,2,1987,29,4
4440,Nikita Wilson,NBA,3,1988,67,1
4442,Rick Wilson,NBA,2,1980,16,2
4443,Ricky Wilson,NBA,2,1988,29,1
4444,Stephen Wilson,NBA,2,1972,10,2
4445,Trevor Wilson,NBA,3,1996,18,6
4446,Kyle Wiltjer,NBA,3,2017,36,1
4447,Kennard Winchester,NBA,0,1993,23,3
4448,Tony Windis,NBA,2,1960,17,1
4449,John Windsor,NBA,3,1964,6,1
4450,Lee Winfield,NBA,2,1976,36,7
4451,David Wingate,NBA,0,2001,42,15
4452,Dontonio Wingfield,NBA,3,1998,32,4
4453,Harthorne Wingo,NBA,3,1976,46,4
4454,Marv Winkler,NBA,2,1972,28,2
4455,Justise Winslow,NBA,3,2018,39,3
4456,Rickie Winslow,NBA,3,1988,43,1
4457,Trevor Winter,NBA,1,1999,41,1
4458,Brian Winters,NBA,0,1983,22,9
4459,Voise Winters,NBA,3,1986,2,1
4461,Willie Wise,NBA,3,1978,16,9
4462,Jeff Withey,NBA,1,2018,31,5
4465,Randy Wittman,NBA,0,1992,0,9
4467,Dave Wohl,NBA,2,1978,11,7
4468,Joe Wolf,NBA,0,1999,52,12
4469,Ruben Wolkowyski,NBA,3,2003,53,3
4470,Nate Wolters,NBA,2,2018,31,5
4471,Al Wood,NBA,0,1987,33,6
4472,Bob Wood,NBA,2,1950,12,1
4473,Christian Wood,NBA,3,2017,72,2
4474,David Wood,NBA,3,1997,22,9
4475,Howard Wood,NBA,3,1982,11,1
4476,Leon Wood,NBA,2,1991,18,7
4477,Loren Woods,NBA,0,2008,15,7
4478,Qyntel Woods,NBA,3,2006,56,4
4479,Randy Woods,NBA,2,1996,32,4
4481,Mike Woodson,NBA,0,1991,10,11
4482,Bob Woollard,NBA,1,1970,42,1
4483,Orlando Woolridge,NBA,3,1994,48,13
4484,Haywoode Workman,NBA,2,2000,63,11
4485,Mark Workman,NBA,0,1954,6,2
4486,Tom Workman,NBA,0,1971,13,4
4487,Metta World Peace,NBA,3,2017,55,18
4490,James Worthy,NBA,3,1994,16,12
4491,Antoine Wright,NBA,0,2011,50,6
4492,Bracey Wright,NBA,2,2007,22,2
4493,Brad Wright,NBA,3,1988,25,2
4494,Brandan Wright,NBA,0,2018,33,11
4495,Chris Wright,NBA,3,2014,26,3
4496,Chris Wright,NBA,2,2013,37,1
4497,Delon Wright,NBA,2,2018,33,3
4498,Dorell Wright,NBA,0,2015,90,11
4499,Howard Wright,NBA,3,1993,63,3
4501,Joby Wright,NBA,0,1976,37,4
4502,Julian Wright,NBA,3,2011,64,4
4503,Larry Wright,NBA,2,1982,63,6
4506,Lorenzen Wright,NBA,0,2009,52,13
4507,Luther Wright,NBA,1,1994,30,1
4508,Sharone Wright,NBA,0,1998,21,4
4509,Tony Wroten,NBA,2,2016,43,4
4512,Guerschon Yabusele,NBA,3,2018,24,1
4513,Vincent Yarbrough,NBA,0,2003,6,1
4514,George Yardley,NBA,0,1960,7,7
4515,Barry Yates,NBA,3,1972,24,1
4517,Charlie Yelverton,NBA,0,1972,53,1
