,player_ID,sport,position,retire_year,retire_age,years_played
2166,Tim Kempton,NBA,0,1998,33,12
2167,Frank Kendrick,NBA,3,1975,50,1
2168,Luke Kennard,NBA,2,2018,56,1
2169,D.J. Kennedy,NBA,3,2012,68,1
2170,Goo Kennedy,NBA,0,1977,10,6
2172,Pickles Kennedy,NBA,2,1961,15,1
2173,Larry Kenon,NBA,3,1983,17,10
2175,Jonathan Kerner,NBA,1,1999,26,1
2177,Steve Kerr,NBA,2,2003,10,15
2178,Jack Kerris,NBA,0,1953,2,4
2179,Jerome Kersey,NBA,3,2001,72,17
2180,Tom Kerwin,NBA,3,1968,20,1
2181,Alec Kessler,NBA,0,1994,38,4
2182,Lari Ketner,NBA,0,2001,11,2
2183,Julius Keye,NBA,0,1975,33,6
2184,Randolph Keys,NBA,0,1996,30,8
2185,Viktor Khryapa,NBA,3,2008,42,4
2186,Jason Kidd,NBA,2,2013,55,19
2187,Warren Kidd,NBA,3,1994,35,1
2188,Michael Kidd-Gilchrist,NBA,3,2018,62,6
2189,Irv Kiffin,NBA,3,1980,11,1
2190,Jack Kiley,NBA,2,1953,22,2
2192,Carl Kilpatrick,NBA,1,1980,52,1
2193,Sean Kilpatrick,NBA,2,2018,46,4
2194,Toby Kimball,NBA,0,1975,34,9
2195,Bo Kimble,NBA,2,1993,20,3
2196,Stan Kimbrough,NBA,2,1993,44,4
2197,Chad Kinch,NBA,2,1981,46,1
2198,Albert King,NBA,0,1992,35,11
2199,Bernard King,NBA,3,1993,24,16
2200,Chris King,NBA,3,1999,48,6
2202,Frankie King,NBA,2,1997,73,2
2203,George King,NBA,2,1958,38,7
2204,Gerard King,NBA,3,2001,17,3
2206,Jimmy King,NBA,2,1997,6,2
2207,Loyd King,NBA,2,1973,49,2
2208,Maury King,NBA,2,1963,17,4
2209,Reggie King,NBA,3,1985,47,6
2210,Rich King,NBA,1,1995,31,4
2211,Ron King,NBA,2,1974,13,1
2212,Stacey King,NBA,0,1997,23,8
2215,Tarence Kinsey,NBA,2,2009,24,3
2216,Andrei Kirilenko,NBA,3,2015,92,14
2217,Alex Kirk,NBA,1,2015,94,1
2218,Walt Kirk,NBA,0,1952,26,4
2220,Jim Kissane,NBA,3,1969,17,1
2221,Doug Kistler,NBA,3,1962,33,1
2222,Curtis Kitchen,NBA,3,1987,6,1
2223,Greg Kite,NBA,1,1995,4,12
2224,Kerry Kittles,NBA,2,2005,30,9
2225,Maxi Kleber,NBA,3,2018,51,1
2226,Joe Kleine,NBA,1,2000,53,15
2227,Linas Kleiza,NBA,3,2013,58,8
2229,Herm Klotz,NBA,2,1948,27,1
2230,Duane Klueh,NBA,2,1951,20,2
2231,Lonnie Kluttz,NBA,3,1971,25,1
2232,Billy Knight,NBA,0,1985,21,11
2233,Bob Knight,NBA,0,1955,16,1
2234,Brandin Knight,NBA,2,2005,85,1
2235,Brandon Knight,NBA,2,2017,76,6
2236,Brevin Knight,NBA,2,2009,46,12
2237,Negele Knight,NBA,2,1999,53,9
2238,Ron Knight,NBA,3,1972,30,2
2239,Toby Knight,NBA,3,1982,22,5
2240,Travis Knight,NBA,1,2003,6,7
2244,Bart Kofoed,NBA,2,1993,47,6
2245,Don Kojis,NBA,3,1975,24,12
2246,Milo Komenich,NBA,0,1950,29,1
2247,Howard Komives,NBA,2,1974,52,10
2248,Jon Koncak,NBA,0,1996,7,11
2249,Tom Kondla,NBA,1,1969,18,1
2250,Bud Koper,NBA,2,1965,21,1
2251,Joe Kopicki,NBA,3,1985,29,3
2252,Furkan Korkmaz,NBA,2,2018,76,1
2253,Frank Kornet,NBA,3,1991,36,2
2254,Yaroslav Korolev,NBA,3,2007,62,2
2255,Kyle Korver,NBA,0,2018,95,15
2256,Tony Koski,NBA,3,1969,43,1
2258,Andy Kostecka,NBA,3,1949,14,1
2260,Kosta Koufos,NBA,1,2018,75,10
2261,Tom Kozelko,NBA,3,1976,23,3
2263,Arvid Kramer,NBA,1,1980,16,1
2264,Barry Kramer,NBA,0,1970,23,6
2265,Joel Kramer,NBA,0,1983,56,5
2266,Steven Kramer,NBA,0,1970,9,3
2267,Dan Kraus,NBA,2,1949,24,1
2269,Viacheslav Kravtsov,NBA,1,2014,92,2
2271,Wayne Kreklow,NBA,2,1981,30,1
2272,Tommy Kron,NBA,2,1970,27,4
2273,Tom Kropp,NBA,2,1977,23,2
2274,Nenad Krstic,NBA,1,2011,58,7
2275,Larry Krystkowiak,NBA,0,1997,12,11
2276,Steve Kuberski,NBA,0,1978,4,9
2281,Ray Kuka,NBA,3,1949,4,2
2282,Toni Kukoc,NBA,3,2006,62,13
2283,Kevin Kunnert,NBA,0,1982,34,9
2284,Terry Kunze,NBA,0,1968,19,1
2285,Mitch Kupchak,NBA,0,1986,48,10
2286,C.J. Kupec,NBA,0,1978,30,3
2287,Rob Kurz,NBA,3,2009,40,1
2288,Ibo Kutluay,NBA,2,2005,21,1
2289,Kyle Kuzma,NBA,3,2018,42,1
2290,Ognjen Kuzmic,NBA,1,2015,60,2
2291,Mindaugas Kuzminskas,NBA,3,2018,61,2
2292,Skal Labissiere,NBA,3,2018,98,2
2293,Reggie Lacefield,NBA,0,1969,18,1
2296,Bob Lackey,NBA,0,1974,21,2
2297,Fred LaCour,NBA,0,1963,4,3
2299,Christian Laettner,NBA,0,2005,45,13
2300,Oliver Lafayette,NBA,2,2010,31,1
2301,Raef LaFrentz,NBA,0,2008,25,10
2302,Tom LaGarde,NBA,0,1985,0,8
2303,Bill Laimbeer,NBA,1,1994,39,14
2305,Bo Lamar,NBA,2,1977,11,4
2306,Doron Lamb,NBA,2,2014,42,2
2307,Jeremy Lamb,NBA,0,2018,35,6
2308,John Lambert,NBA,0,1982,6,7
2309,Jeff Lamp,NBA,0,1989,6,8
2310,Maciej Lampe,NBA,1,2006,29,3
2311,Jim Lampley,NBA,1,1987,39,1
2312,Sean Lampley,NBA,3,2004,58,2
2313,Carl Landry,NBA,3,2016,26,9
2314,Marcus Landry,NBA,3,2010,72,1
2316,Jerome Lane,NBA,3,1993,20,5
2317,Andrew Lang,NBA,1,2000,63,12
2318,Antonio Lang,NBA,0,2000,47,6
2319,James Lang,NBA,1,2007,25,1
2320,Trajan Langdon,NBA,2,2002,59,3
2321,Keith Langford,NBA,2,2008,35,1
2322,Dan Langhi,NBA,3,2004,50,4
2323,Bob Lanier,NBA,1,1984,40,14
2324,Stu Lantz,NBA,2,1976,54,8
2325,Nicolas Laprovittola,NBA,2,2017,26,1
2326,York Larese,NBA,2,1962,36,1
2327,Shane Larkin,NBA,2,2018,23,5
2328,Rusty LaRue,NBA,2,2004,78,7
2331,Stephane Lasme,NBA,3,2008,56,1
2333,Priest Lauderdale,NBA,1,1998,11,2
2335,Harry Laurie,NBA,2,1971,23,1
2337,Joffrey Lauvergne,NBA,0,2018,73,4
2338,Tony Lavelli,NBA,3,1951,16,2
2339,Zach LaVine,NBA,2,2017,60,3
2341,Acie Law,NBA,2,2011,45,4
2342,Gani Lawal,NBA,3,2011,19,1
2343,Edmund Lawrence,NBA,1,1981,25,1
2344,Jason Lawson,NBA,1,1998,54,1
2345,Ty Lawson,NBA,2,2017,32,8
2346,Jake Layman,NBA,3,2018,76,2
2348,T.J. Leaf,NBA,3,2018,54,1
2349,Manny Leaks,NBA,0,1974,38,6
2350,Hal Lear,NBA,2,1957,6,1
2351,Allen Leavell,NBA,2,1989,27,10
2352,Jeff Lebo,NBA,2,1990,23,1
2353,Eric Leckner,NBA,0,1997,7,9
2354,Ricky Ledo,NBA,2,2015,60,2
2355,Butch Lee,NBA,2,1980,28,2
2356,Clyde Lee,NBA,0,1976,26,10
2357,Courtney Lee,NBA,2,2018,91,10
2358,David Lee,NBA,3,1969,46,2
2359,David Lee,NBA,3,2017,51,12
2361,Doug Lee,NBA,0,1995,2,4
2363,Greg Lee,NBA,2,1976,31,2
2364,Keith Lee,NBA,0,1989,22,4
2365,Kurk Lee,NBA,2,1991,0,1
2366,Malcolm Lee,NBA,2,2015,23,4
2367,Rock Lee,NBA,1,1982,50,1
2368,Ron Lee,NBA,2,1982,19,6
2372,Tim Legler,NBA,2,2000,11,11
2373,George Lehmann,NBA,2,1974,54,7
2374,Alex Len,NBA,1,2018,58,5
2375,Voshon Lenard,NBA,2,2006,12,11
2376,Leary Lentz,NBA,3,1969,8,2
2377,Gary Leonard,NBA,1,1992,47,3
2378,Kawhi Leonard,NBA,3,2018,49,7
2379,Meyers Leonard,NBA,0,2018,97,6
2380,Slick Leonard,NBA,2,1963,20,7
2381,Jim Les,NBA,2,1995,78,7
2382,Travis Leslie,NBA,2,2012,37,1
2383,Ronnie Lester,NBA,2,1986,40,6
2384,Clifford Lett,NBA,2,1991,14,2
2385,Jon Leuer,NBA,3,2018,55,7
2387,Fat Lever,NBA,2,1994,29,12
2388,Caris LeVert,NBA,0,2018,50,2
2389,Cliff Levingston,NBA,3,1995,28,13
2390,Bobby Lewis,NBA,2,1971,26,4
2391,Cedric Lewis,NBA,0,1996,8,1
2393,Freddie Lewis,NBA,2,1977,33,11
2395,Martin Lewis,NBA,3,1997,9,2
2396,Mike Lewis,NBA,0,1974,16,6
2397,Quincy Lewis,NBA,3,2004,46,5
2398,Ralph Lewis,NBA,2,1990,44,3
2399,Rashard Lewis,NBA,3,2014,71,16
2400,Reggie Lewis,NBA,0,1993,18,6
2401,Marcus Liberty,NBA,3,1994,9,4
2402,Todd Lichti,NBA,0,1994,69,5
2404,DeAndre Liggins,NBA,2,2018,72,7
2405,Bill Ligon,NBA,2,1975,28,1
2406,Goose Ligon,NBA,0,1974,46,7
2407,Damian Lillard,NBA,2,2018,59,6
2408,Jeremy Lin,NBA,2,2018,66,8
2409,Steve Lingenfelter,NBA,3,1984,40,2
2410,Alton Lister,NBA,0,1998,71,17
2411,Samuel Little,NBA,2,1970,4,1
2412,Gene Littles,NBA,2,1975,15,6
2413,Randy Livingston,NBA,2,2007,40,11
2414,Shaun Livingston,NBA,2,2018,59,14
2415,Ron Livingstone,NBA,1,1951,22,2
2416,Horacio Llamas Grey,NBA,1,1998,52,2
2417,Bobby Lloyd,NBA,2,1969,48,2
2418,Chuck Lloyd,NBA,0,1971,7,1
2420,Lewis Lloyd,NBA,0,1990,24,9
2421,Scott Lloyd,NBA,0,1983,27,7
2422,Riney Lochmann,NBA,3,1970,26,3
2424,Rob Lock,NBA,3,1989,39,1
2425,Darrell Lockhart,NBA,1,1984,15,1
2431,Brad Lohaus,NBA,0,1998,26,11
2432,Art Long,NBA,3,2003,73,3
2433,Grant Long,NBA,3,2003,58,15
2434,John Long,NBA,0,1997,57,19
2435,Paul Long,NBA,2,1971,29,4
2436,Shawn Long,NBA,0,2017,29,1
2437,Willie Long,NBA,0,1974,25,3
2438,Luc Longley,NBA,1,2001,72,10
2439,Kevon Looney,NBA,0,2018,58,3
2440,Brook Lopez,NBA,1,2018,69,10
2441,Felipe Lopez,NBA,2,2002,16,4
2442,Raul Lopez,NBA,2,2005,83,2
2443,Robin Lopez,NBA,1,2018,78,10
2444,Ryan Lorthridge,NBA,2,1995,42,1
2446,Plummer Lott,NBA,0,1969,17,2
2448,Bob Love,NBA,3,1977,38,11
2449,Kevin Love,NBA,3,2018,41,10
2450,Stan Love,NBA,3,1975,47,4
2451,Clyde Lovellette,NBA,0,1964,44,11
2452,Sidney Lowe,NBA,2,1990,39,7
2453,Charlie Lowery,NBA,2,1972,49,1
2454,Kyle Lowry,NBA,2,2018,23,12
2457,John Lucas,NBA,2,1990,20,14
2458,Kalin Lucas,NBA,2,2015,47,1
2459,Maurice Lucas,NBA,0,1988,45,14
2460,John Lucas III,NBA,2,2017,72,12
2462,Tyronn Lue,NBA,2,2009,58,11
2463,Jim Luisi,NBA,2,1954,26,1
2465,Phil Lumpkin,NBA,2,1976,46,2
2467,Timothe Luwawu-Cabarrot,NBA,3,2018,38,2
2468,Tyler Lydon,NBA,3,2018,61,1
2469,Trey Lyles,NBA,3,2018,48,3
2471,George Lynch,NBA,3,2005,35,12
2472,Kevin Lynch,NBA,0,1993,35,2
2474,Mike Lynn,NBA,3,1971,48,2
2475,Sheldon Mac,NBA,2,2017,47,1
2476,Mike Macaluso,NBA,3,1974,5,1
2477,Ed Macauley,NBA,0,1959,2,10
2478,Todd MacCulloch,NBA,1,2003,84,4
2480,Scott Machado,NBA,2,2013,44,1
2481,Arvydas Macijauskas,NBA,2,2006,30,1
2482,Ollie Mack,NBA,2,1982,56,3
2483,Sam Mack,NBA,0,2002,13,10
2484,Shelvin Mack,NBA,2,2018,39,7
2485,Malcolm Mackey,NBA,0,1994,35,1
2486,Rudy Macklin,NBA,0,1984,6,3
2487,Vernon Macklin,NBA,3,2012,67,1
2489,Don MacLean,NBA,3,2001,79,9
2490,Mark Macon,NBA,2,1999,51,8
2491,Kyle Macy,NBA,2,1987,60,7
2493,Tito Maddox,NBA,2,2003,38,1
2494,Gerald Madkins,NBA,2,1998,16,5
2495,Mark Madsen,NBA,3,2009,12,9
2496,Norm Mager,NBA,3,1951,27,1
2497,Josh Magette,NBA,2,2018,57,1
2498,Corey Maggette,NBA,3,2013,50,14
2499,Dave Magley,NBA,3,1983,28,1
2500,Jamaal Magloire,NBA,1,2012,41,12
2501,Randolph Mahaffey,NBA,3,1971,15,4
2502,Ian Mahinmi,NBA,1,2018,69,11
2503,John Mahnken,NBA,1,1953,2,7
2504,Brian Mahoney,NBA,2,1973,54,1
2505,Mo Mahoney,NBA,3,1954,29,2
2506,Rick Mahorn,NBA,0,1999,33,19
2507,Dan Majerle,NBA,0,2002,58,14
2508,Renaldo Major,NBA,3,2007,63,1
2509,Thon Maker,NBA,0,2018,48,2
2511,Jeff Malone,NBA,2,1996,61,13
2512,Karl Malone,NBA,3,2004,57,19
2513,Moses Malone,NBA,0,1995,75,21
2514,Matt Maloney,NBA,2,2003,11,7
2515,Steve Malovic,NBA,3,1980,14,1
2517,Ted Manakas,NBA,2,1974,10,1
2518,John Mandic,NBA,0,1950,26,2
2519,Frank Mangiapane,NBA,2,1947,3,1
2520,Danny Manning,NBA,0,2003,25,15
2523,Rich Manning,NBA,1,1997,12,2
2524,Pace Mannion,NBA,2,1989,14,6
2525,Nick Mantis,NBA,2,1963,15,4
2526,Pete Maravich,NBA,2,1980,34,10
2528,Devyn Marble,NBA,0,2016,44,2
2529,Roy Marble,NBA,0,1994,21,5
2530,Stephon Marbury,NBA,2,2009,18,13
2531,Sarunas Marciulionis,NBA,2,1997,15,8
2532,Saul Mariaschin,NBA,2,1948,17,1
2533,Jack Marin,NBA,0,1977,29,11
2534,Shawn Marion,NBA,3,2015,53,16
2535,Boban Marjanovic,NBA,1,2018,49,3
2536,Lauri Markkanen,NBA,3,2018,56,1
2537,Damir Markota,NBA,1,2007,23,1
2538,Sean Marks,NBA,0,2011,40,13
2539,Harvey Marlatt,NBA,2,1973,2,3
2540,Jim Marsh,NBA,3,1972,52,1
2541,Ricky Marsh,NBA,2,1978,58,1
2542,Donny Marshall,NBA,3,2003,41,8
2543,Donyell Marshall,NBA,3,2009,15,15
2544,Kendall Marshall,NBA,2,2016,49,4
2545,Rawle Marshall,NBA,0,2007,30,2
2547,Vester Marshall,NBA,3,1974,24,1
2548,Bill Martin,NBA,3,1988,24,3
2549,Bob Martin,NBA,1,1995,67,2
2550,Brian Martin,NBA,3,1986,61,1
2551,Cartier Martin,NBA,3,2015,76,7
2552,Cuonzo Martin,NBA,0,1997,25,2
2553,Darrick Martin,NBA,2,2008,80,14
2557,Jarell Martin,NBA,3,2018,38,3
2558,Jeff Martin,NBA,2,1991,24,2
2559,Kenyon Martin,NBA,3,2015,67,15
2560,Kevin Martin,NBA,2,2016,24,12
2561,LaRue Martin,NBA,1,1976,33,4
2562,Maurice Martin,NBA,0,1988,29,2
2564,Slater Martin,NBA,2,1960,37,11
2566,Jamal Mashburn,NBA,3,2004,21,11
2568,Anthony Mason,NBA,3,2003,38,14
2569,Desmond Mason,NBA,3,2010,64,10
2570,Frank Mason,NBA,2,2018,64,1
2571,Roger Mason,NBA,2,2014,30,12
2572,Tony Massenburg,NBA,3,2005,35,15
2573,Eddie Mast,NBA,0,1973,20,3
2574,Mangok Mathiang,NBA,0,2018,50,1
2575,Johnny Mathis,NBA,3,1968,11,1
2576,Wes Matthews,NBA,2,1990,42,10
2577,Wesley Matthews,NBA,2,2018,31,9
2579,Marlon Maxey,NBA,3,1994,26,2
2580,Jason Maxiell,NBA,3,2015,92,10
2581,Cedric Maxwell,NBA,3,1988,2,11
2582,Vernon Maxwell,NBA,2,2001,50,13
2585,Sean May,NBA,3,2010,46,5
2586,Lee Mayberry,NBA,2,1999,64,7
2587,Clyde Mayes,NBA,3,1977,10,2
2588,Tharon Mayes,NBA,2,1992,8,1
2589,Bill Mayfield,NBA,3,1981,59,1
2590,Ken Mayfield,NBA,2,1976,23,1
2591,Eric Maynor,NBA,2,2014,68,5
2592,O.J. Mayo,NBA,2,2016,82,8
2593,Travis Mays,NBA,2,1993,18,3
2595,Luc Mbah a Moute,NBA,3,2018,45,10
2597,James Michael McAdoo,NBA,3,2018,55,4
2599,Ray McCallum,NBA,2,2016,39,3
2600,Bob McCann,NBA,3,1998,73,9
2603,Rashad McCants,NBA,2,2009,79,4
2604,Mike McCarron,NBA,2,1950,22,4
2606,Willie McCarter,NBA,2,1972,15,3
2607,Johnny McCarthy,NBA,2,1964,2,8
2609,Kelly McCarty,NBA,0,1999,49,1
2610,Walter McCarty,NBA,3,2006,22,10
2611,Amal McCaskill,NBA,0,2004,43,8
2612,Patrick McCaw,NBA,2,2018,58,2
2614,Ted McClain,NBA,2,1979,23,8
2615,Dan McClintock,NBA,1,2001,29,1
2617,George McCloud,NBA,0,2002,54,13
2618,C.J. McCollum,NBA,2,2018,25,5
2621,T.J. McConnell,NBA,2,2018,66,3
2622,Keith McCord,NBA,2,1981,12,1
2623,Tim McCormick,NBA,1,1992,47,8
2624,Jelani McCoy,NBA,1,2008,49,10
2625,Paul McCracken,NBA,2,1977,3,5
2626,Chris McCray,NBA,2,2007,54,1
2627,Rodney McCray,NBA,0,1993,42,10
2628,Scooter McCray,NBA,0,1987,5,4
2629,Chris McCullough,NBA,3,2018,92,3
2631,Clint McDaniel,NBA,2,1996,8,1
2632,Xavier McDaniel,NBA,3,1998,39,13
2633,Jim McDaniels,NBA,0,1978,39,7
2634,K.J. McDaniels,NBA,0,2017,67,3
2635,Doug McDermott,NBA,3,2018,75,4
2636,Ben McDonald,NBA,3,1989,10,4
2637,Glenn McDonald,NBA,0,1977,28,3
2638,Michael McDonald,NBA,1,1998,56,1
2640,Hank McDowell,NBA,0,1987,59,6
2641,Antonio McDyess,NBA,0,2011,60,16
2642,Jim McElroy,NBA,2,1982,56,7
2644,Ivan McFarlin,NBA,3,2007,50,1
2645,Mel McGaha,NBA,2,1949,7,1
2646,Mitch McGary,NBA,0,2016,44,2
2647,JaVale McGee,NBA,1,2018,44,10
2648,Mike McGee,NBA,0,1990,41,9
2649,Bill McGill,NBA,0,1970,26,8
2650,George McGinnis,NBA,0,1982,36,11
2651,Jon McGlocklin,NBA,0,1976,17,11
2652,Tracy McGrady,NBA,0,2012,49,15
2653,Gil McGregor,NBA,3,1972,28,1
2654,Elton McGriff,NBA,1,1969,3,2
2655,Rodney McGruder,NBA,2,2017,45,1
2656,Alfred McGuire,NBA,0,1955,0,4
2657,Allie McGuire,NBA,2,1974,55,1
2659,Dominic McGuire,NBA,3,2013,21,6
2660,Kevin McHale,NBA,0,1993,0,13
2661,Maurice McHartley,NBA,0,1970,28,3
2662,Jim McIlvaine,NBA,1,2001,70,7
2663,Jeff McInnis,NBA,2,2008,29,12
2664,Kenny McIntosh,NBA,3,1975,0,4
2665,Bob McIntyre,NBA,3,1970,42,3
2666,Jerry McKee,NBA,2,1970,6,1
2667,Kevin McKenna,NBA,0,1988,36,7
2668,Forrest McKenzie,NBA,3,1987,39,1
2669,Stan McKenzie,NBA,0,1974,38,7
2670,Derrick McKey,NBA,0,2002,75,15
2671,Aaron McKie,NBA,2,2007,87,13
2672,Billy McKinney,NBA,2,1986,27,8
2673,Bones McKinney,NBA,0,1952,26,6
2674,Carlton McKinney,NBA,2,1992,5,3
2675,Alfonzo McKinnie,NBA,3,2018,57,1
2676,Ben McLemore,NBA,2,2018,80,5
2677,McCoy McLemore,NBA,0,1972,21,8
2678,George McLeod,NBA,3,1953,23,1
2679,Keith McLeod,NBA,2,2007,29,4
2680,Roshown McLeod,NBA,3,2001,51,3
2682,Nate McMillan,NBA,0,1998,7,12
2683,Tom McMillen,NBA,0,1986,43,11
2685,Shellie McMillon,NBA,3,1962,12,4
2686,Mal McMullen,NBA,0,1951,29,2
2688,Mark McNamara,NBA,0,1991,20,9
2690,Jerel McNeal,NBA,2,2015,68,1
2691,Chris McNealy,NBA,3,1988,24,3
2692,Bob McNeill,NBA,2,1962,40,2
2693,Larry McNeill,NBA,0,1979,49,6
2694,Carl McNulty,NBA,2,1955,29,1
2695,Paul McPherson,NBA,2,2001,15,1
2697,Cozell McQueen,NBA,3,1987,43,1
2698,Jordan McRae,NBA,2,2017,66,2
2700,Josh McRoberts,NBA,3,2017,101,10
2701,Eric McWilliams,NBA,3,1973,25,1
2702,George Mearns,NBA,3,1948,15,2
2703,Stanislav Medvedenko,NBA,3,2007,58,7
2704,Darnell Mee,NBA,2,1995,73,2
2705,Jodie Meeks,NBA,2,2018,35,9
2706,Cliff Meely,NBA,0,1976,32,5
2707,Scott Meents,NBA,3,1991,15,2
2709,Monk Meineke,NBA,0,1958,18,6
2710,Carl Meinhold,NBA,0,1949,11,2
2711,Salah Mejri,NBA,1,2018,75,3
2712,Gal Mekel,NBA,2,2015,43,2
2713,Bill Melchionni,NBA,2,1976,23,10
2714,Gary Melchionni,NBA,2,1975,52,2
2715,Fab Melo,NBA,1,2013,53,1
2718,Chuck Mencel,NBA,2,1957,41,2
2719,John Mengelt,NBA,2,1981,2,10
2720,Ken Menke,NBA,2,1950,25,1
2721,Pops Mensah-Bonsu,NBA,3,2011,87,5
2722,Dewitt Menyard,NBA,1,1968,20,1
2723,Ron Mercer,NBA,0,2005,77,8
2724,Joe Meriweather,NBA,0,1985,57,10
2728,Loren Meyer,NBA,1,1999,59,4
2729,Dave Meyers,NBA,0,1980,3,5
2731,Larry Micheaux,NBA,3,1985,62,2
2732,Jordan Mickey,NBA,3,2018,42,3
2733,Khris Middleton,NBA,0,2018,47,6
2734,Red Mihalik,NBA,2,1947,23,1
2735,Chris Mihm,NBA,1,2009,53,9
2738,Larry Mikan,NBA,3,1971,13,1
2739,Vern Mikkelsen,NBA,0,1959,28,10
2740,Al Miksis,NBA,1,1950,27,1
2741,Aaron Miles,NBA,2,2006,63,1
2742,C.J. Miles,NBA,0,2018,72,13
2743,Darius Miles,NBA,3,2009,16,9
2745,Marko Milic,NBA,0,1999,29,2
2746,Darko Milicic,NBA,0,2013,21,10
2748,Andre Miller,NBA,2,2016,101,17
2749,Anthony Miller,NBA,3,2005,35,11
2750,Bill Miller,NBA,3,1949,30,1
2752,Brad Miller,NBA,1,2012,45,14
2753,Darius Miller,NBA,3,2018,31,6
2757,Jay Miller,NBA,3,1971,10,4
2758,Larry Miller,NBA,0,1975,53,7
2759,Malcolm Miller,NBA,3,2018,47,1
2760,Mike Miller,NBA,0,2017,67,17
2761,Oliver Miller,NBA,1,2004,13,12
2762,Quincy Miller,NBA,3,2015,92,3
2763,Reggie Miller,NBA,0,2005,30,18
2765,Chris Mills,NBA,3,2003,62,10
2767,Patty Mills,NBA,2,2018,95,9
2768,Terry Mills,NBA,3,2001,38,11
2769,Elijah Millsap,NBA,0,2017,51,3
2770,Paul Millsap,NBA,3,2018,29,12
2771,Harold Miner,NBA,2,1996,4,4
2772,Yao Ming,NBA,1,2011,64,9
2773,Dirk Minniefield,NBA,2,1988,57,3
2775,Greg Minor,NBA,0,1999,29,5
2776,Mark Minor,NBA,3,1973,35,1
2777,Nikola Mirotic,NBA,3,2018,64,4
2778,Wat Misaka,NBA,2,1948,27,1
2779,Jason Miskiri,NBA,2,2000,23,1
2780,Donovan Mitchell,NBA,2,2018,40,1
2781,Leland Mitchell,NBA,2,1968,11,1
2782,Mike Mitchell,NBA,3,1988,57,10
2783,Murray Mitchell,NBA,1,1950,7,1
2784,Sam Mitchell,NBA,3,2002,45,13
2785,Todd Mitchell,NBA,3,1989,34,1
2786,Tony Mitchell,NBA,3,2014,31,1
2787,Tony Mitchell,NBA,3,2014,16,1
2788,Steve Mix,NBA,3,1983,39,14
2790,Cuttino Mobley,NBA,2,2009,41,11
2791,Eric Mobley,NBA,1,1997,4,3
2792,Doug Moe,NBA,0,1972,32,5
2793,Larry Moffett,NBA,3,1978,7,1
2795,Nazr Mohammed,NBA,1,2016,86,18
2796,Jerome Moiso,NBA,0,2005,41,5
2797,Paul Mokeski,NBA,0,1991,2,12
2798,Jack Molinas,NBA,3,1954,9,1
2799,Wayne Molis,NBA,3,1968,36,2
2800,Sidney Moncrief,NBA,2,1991,33,12
2801,Eric Money,NBA,2,1980,23,6
2802,Sergei Monia,NBA,3,2006,31,1
2803,Malik Monk,NBA,2,2018,72,1
2804,Earl Monroe,NBA,2,1980,18,13
2805,Greg Monroe,NBA,0,2018,53,8
2806,Rodney Monroe,NBA,2,1992,1,1
2807,Luis Montero,NBA,2,2016,78,1
2808,Howie Montgomery,NBA,3,1963,3,1
2809,Eric Montross,NBA,1,2002,54,8
2810,Jamario Moon,NBA,3,2012,90,5
2812,Andre Moore,NBA,3,1988,22,1
2813,E'Twaun Moore,NBA,2,2018,27,7
2814,Gene Moore,NBA,0,1975,6,7
2816,Johnny Moore,NBA,2,1990,1,10
2819,Mikki Moore,NBA,1,2012,26,14
2822,Ron Moore,NBA,1,1988,43,1
2823,Tracy Moore,NBA,0,1997,30,6
2824,Eric Moreland,NBA,0,2018,86,4
2826,Guy Morgan,NBA,2,1983,12,1
2827,Rex Morgan,NBA,2,1972,5,2
2829,Darren Morningstar,NBA,1,1994,39,1
2830,Chris Morris,NBA,3,1999,41,11
2831,Darius Morris,NBA,2,2015,43,4
2832,Isaiah Morris,NBA,3,1993,3,1
2833,Marcus Morris,NBA,3,2018,23,7
2834,Markieff Morris,NBA,3,2018,42,7
2836,Monte Morris,NBA,2,2018,71,1
2837,Randolph Morris,NBA,1,2010,40,4
2838,Terence Morris,NBA,3,2006,20,5
2839,Adam Morrison,NBA,3,2010,86,4
2841,Mike Morrison,NBA,2,1990,46,1
2843,Anthony Morrow,NBA,2,2017,93,9
2844,Dwayne Morton,NBA,3,1995,73,1
2845,John Morton,NBA,2,1992,3,3
2846,Richard Morton,NBA,2,1989,26,1
2847,Glenn Mosley,NBA,3,1979,37,2
2848,Perry Moss,NBA,2,1987,17,2
2849,Lawrence Moten,NBA,2,1998,6,3
2850,Donatas Motiejunas,NBA,0,2017,50,5
2851,Johnathan Motley,NBA,3,2018,96,1
2852,Hanno Mottola,NBA,1,2002,34,2
2853,Arnett Moultrie,NBA,3,2014,43,2
2854,Rick Mount,NBA,2,1975,23,5
2855,Alonzo Mourning,NBA,1,2008,60,16
2856,Timofey Mozgov,NBA,1,2018,97,8
2858,Emmanuel Mudiay,NBA,2,2018,56,3
2859,Erwin Mueller,NBA,0,1974,50,8
2860,Shabazz Muhammad,NBA,0,2018,28,5
2863,Byron Mullens,NBA,1,2014,34,5
2864,Chris Mullin,NBA,0,2001,5,16
2866,Todd Mundt,NBA,1,1996,68,1
2867,Xavier Munford,NBA,2,2016,43,1
2868,Chris Munk,NBA,3,1991,12,1
2870,Eric Murdock,NBA,2,2000,59,9
2871,Gheorghe Muresan,NBA,1,2000,57,7
2874,Dick Murphy,NBA,2,1947,29,1
2875,Erik Murphy,NBA,3,2014,45,1
